,ten_san_pham,thanh_phan_hoat_chat,dang_bao_che,dang_dong_goi,khoi_luong_the_tich,cong_dung,han_dung,so_dang_ky
338,Mekosep,"Sulfadiazin, Trimethoprim",Dung dịch uống,"Chai, Lọ, Can","100, 250ml; 1,
2, 5, 10, 20,
25 lít)",Trị bệnh phát sáng do vi khuẩn Vibrio trên tôm.,24 tháng,TG.TS1-18
339,Meko-canxivit,"Calcium gluconate, Vitamin A, Vitamin B12, Vitamin B6, Vitamin D3, Vitamin E, Vitamin PP",Dung dịch uống,"Chai, Lọ, Can","100, 250,
500ml; 1, 2, 3,
5, 10, 20, 25 lít","Phòng trị bệnh do thiếu canxi và vitamin giúp thúc đẩy quá trình lột xác ở tôm, cá tăng chuyển hóa thức ăn.",24 tháng,TG.TS1-19
340,Meko.Flor 5%,Florfenicol,Dung dịch uống,"Chai, Lọ, Can","10ml, 20ml, 50ml, 100ml, 250ml, 500ml; 1lít, 2 lít, 5 lít,
10 lít, 20 lít.","Trị bệnh nhiễm trùng đường ruột do vi khuẩn Edwardsiella ictaluri gây ra trên cá tra, basa. Ngừng sử dụng 12 ngày trước thu hoạch.",24 tháng,TG.TS1-2
341,Meko-pentan,"1,5
Pentanedial(glutara ldehyde)",Dung dịch dùng ngoài,"Chai, Lọ, Can","100, 500ml; 1,
2, 5, 10, 20 lít","Diệt các loại virus, vi khuẩn,  nấm, nguyên sinh động vật, tảo, khử mùi hôi trong môi trường nước nuôi tôm, cá.",24 tháng,TG.TS1-20
342,Meko-doxylin,Doxycyclin,Thuốc bột uống,"Gói, Bao","100, 200,
500g;
1,5,10,20,25kg","Điều trị bệnh đỏ thân trên tôm, cá",24 tháng,TG.TS1-21
343,Meko-betasol,"Inositol, Lysin, Methionine, Sorbitol",Thuốc bột uống,"Gói, Bao","100, 200,
500g; 1, 5, 10,
15, 20kg","Phòng trị bệnh do thiếu acid amin giúp tôm khoẻ mạnh, lớn nhanh.",24 tháng,TG.TS1-22
344,Meko-prosep,Bronopol,Dung dịch dùng ngoài,"Chai, Lọ, Can","100, 250,
500ml; 1,2,5,10,20,
25 lít.","Phòng và trị nhiễm nấm thủy mi, trùng quả lê trên cá",24 tháng,TG.TS1-23
345,Meko-oxy 60%,Oxytetracyclin,Thuốc bột uống,"Gói, Bao","100g, 200g,
500g, 1kg, 5kg, 10kg, 20kg, 25kg","Trị bệnh phát sáng trên tôm; các bệnh đốm đỏ, hậu môn sưng đỏ, xuất huyết trên cá nước ngọt.",24 tháng,TG.TS1-24
346,Meko-ery 30,Erythromycin,Thuốc bột uống,"Gói, Bao","100, 200,
500g;
1,5,10,20,25kg",Điều trị bệnh gan thận mủ do E.ictaluri gây ra trên cá.,24 tháng,TG.TS1-25
347,Meko-Sulfan,"Sulfamethoxazol, Trimethoprim",Thuốc bột uống,"Gói, Bao","50g; 100g;
200g; 500g;
1kg; 2kg; 5kg; 10kg; 15kg; 20kg; 25kg.","Trị bệnh phát sáng do vi khuẩn Vibrio trên tôm. Trị các bệnh nhiễm khuẩn do Aeromonas, Pseudomonas (đốm đỏ, hậu môn sưng đỏ, xuất huyết) trên cá nuôi nước ngọt",24 tháng,TG.TS1-4
348,MEKODINE- FORT 100,PVP Iodine,Dung dịch dùng ngoài,"Chai, Lọ, Can","100ml, 500ml; 1lít, 2 lít, 5 lít,
10 lít","Diệt vi khuẩn, khống chế tiêu diệt các loại nấm, nguyên sinh động vật gây bệnh có trong nước trước khi thả tôm cá, dọn tẩy ao, sát trùng bể nuôi và vệ sinh dụng cụ.",24 tháng,TG.TS1-6
349,MEKODINE- FORT 300,PVP Iodine,Dung dịch dùng ngoài,"Chai, Lọ, Can","100ml, 500ml; 1lít, 2 lít, 5 lít,
10 lít","Diệt vi khuẩn, khống chế tiêu diệt các loại nấm, nguyên sinh động vật gây bệnh có trong nước trước khi thả tôm cá, dọn tẩy ao, sát trùng bể nuôi và vệ sinh dụng cụ.",24 tháng,TG.TS1-7
350,MEKOBENXIDE 80 (BKC 80%),Benzalkonium chloride,Dung dịch dùng ngoài,"Chai, Lọ, Can","500ml, 1 lít, 2
lít, 5 lít, 10 lít,
20 lít, 25 lít,
30 lít","Diệt khuẩn,vi sinh vật trong nước ao nuôi thủy sản.",36 tháng,TG.TS1-8
351,HAN-MIX TÔM,"Acid folic, Biotin, Vitamin A, Vitamin B1, Vitamin B12, Vitamin B2, Vitamin B6, Vitamin C, Vitamin D3, Vitamin E, Vitamin K3, Vitamin PP",Thuốc bột uống,"Gói, Bao","100 g; 200g;
500 g; 1 kg; 5 kg; 10kg","Nâng cao sức đề kháng, cung cấp Vitamin, acid amin thiết yếu, hỗ trợ khả năng chuyển hóa thức ăn",24 tháng,HN.TS4-1
352,Han-Doxy,Doxycyclin,Thuốc bột uống,"Gói, Bao","10,20,50,
100,200,
500g; 1kg, 2
kg, 5 kg",Trị bệnh đỏ thân trên tôm hùm gây ra bởi vi khuẩn Vibrioalginoliticus,24 tháng,HN.TS4-10
353,Han-Sulpha,"Sulphadiazine, Trimethoprim",Thuốc bột uống,"Gói, Bao","10,20,50,
100,200,
500g; 1kg, 2
kg, 5 kg, 10 kg.","Trị bệnh phát sáng do vi khuẩn Vibrio trên tôm; Trị các bệnh nhiễm khuẩn do Aeromonas, Pseudomonas, (đốm đỏ, hậu môn sưng đỏ, xuất huyết) trên cá nuôi nước ngọt",24 tháng,HN.TS4-11
354,Han-Iodine,PVP-Iodine,Dung dịch dùng ngoài,"Chai, Can","100, 250,500
ml; 1; 5 lít","Diệt khuẩn, nguyên sinh động vật, khử trùng ao nuôi, tẩy uế trang thiết bị, dụng cụ ương nuôi tôm cá.",24 tháng,HN.TS4-12
355,Han-BKC 80,Benzalkonium chloride,Dung dịch dùng ngoài,"Gói, Bao","100,
200,500g; 1kg","Diệt khuẩn, nguyên sinh động vật trong nước, ao nuôi thủy sản, sát trùng bể ương và dụng cụ dùng trong nuôi trồng thủy sản.",24 tháng,HN.TS4-13
356,Han-Streptila,Streptococcus agalactiae,Vô hoạt keo phèn,Lọ,"20; 50; 100,
200 ml",Phòng bệnh xuất huyết do vi khuẩn Streptococcus spp gây ra trên cá rô phi,12 Tháng,HN.TS4-14
357,HAN-TETRA,Oxytetracyclin,Thuốc bột uống,"Gói, Bao","100g; 500g; 1
kg, 2 kg","Điều trị bệnh xuất huyết do vi khuẩn Aeromonas, Pseudomonas gây ra trên cá da trơn(cá Tra, cá Basa) với các dấu
hiệu như đốm đỏ, sưng đỏ hậu môn, xuất huyết. Ngừng sử dụng 4 tuần trướng khi thu hoạch.",24 tháng,HN.TS4-2
358,Han-civit C 60%,"Citric acid, Vitamin C",Thuốc bột uống,Gói,"20 g, 100 g;
500g, 1kg; 5
kg; 10 kg","Nâng cao sức đề kháng cho tôm, cá. Giảm căng thẳng Stress do nắng nóng, thay đổi môi trường.",24 tháng,HN.TS4-3
359,Han-Flo,Florfenicol,Dung dịch uống,"Chai, Lọ","100 ml; 500
ml; 1 lít; 2 lít,
5 lít","Đặc trị nhiễm trùng đường ruột trên cá da trơn (cá Tra, cá Basa) do vi khuẩn Edwardsiella gây với các dấu hiệu như gan, thận lách có mủ đốm đỏ, thối mang,
chướng bụng, mắt lồi. Ngừng sử dụng 12 ngày trướng khi thu hoạch",24 tháng,HN.TS4-4
360,Han-Parasite,"Đạm thô(bột đậu tương), Praziquantel",Thuốc bột uống,"Gói, Bao","100g; 200g; 500g; 1 kg, 2 kg; 5kg","Điều trị hiệu quả các bệnh ký sinh trùng trên cá như ngoại ký sinh trùng (sán đơn chủ, rận cá) nội ký sinh trùng (sán lá gan, sán dây)",24 tháng,HN.TS4-5
361,Hanvit 20%,Vitamin C,Thuốc bột uống,"Lọ, Gói","100 g; 500g; 1
kg","Chống sốc do thay đổi môi trường, thời tiết, thức ăn",24 tháng,HN.TS4-6
362,AD3EC-SHRIMP,"Sorbitol, Vitamin A, Vitamin C, Vitamin D3, Vitamin E",Thuốc bột uống,"Gói, Bao","100g; 200g; 500g; 1 kg, 2 kg; 5kg; 10kg",Cung cấp Vitamin hoạt lực cao cho nuôi trồng thủy sản,24 tháng,HN.TS4-7
363,Han-Floro,Florfenicol,Thuốc bột uống,"Gói, Bao","100g, 500g,
1kg","Đặc trị nhiễm trùng đường ruột trên cá da trơn (cá Tra, cá Basa) do vi khuẩn Edwardsiella gây với các dấu hiệu như gan, thận lách có mủ đốm đỏ, thối mang,
chướng bụng, mắt lồi. Ngừng sử dụng 12 ngày trướng khi thu hoạch",24 tháng,HN.TS4-8
364,Han-Azatin,Hoạt chất chiết từ cây xoan (Azadrachtin),Dung dịch uống,Chai,"20ml, 50ml, 100ml, 200
ml, 500 ml, 1
lít, 2 lít, 5 lít,
10 lít.","Phòng trị bệnh trùng bánh xe, trùng mỏ neo, trùng quả dưa, rận cá, sán lá đơn chủ trên cá tra, Basa",24 tháng,HN.TS4-9
365,PEROXIT,H2O2,Dung dịch dùng ngoài,"Chai, Lọc, Can","10, 20, 50,
100, 150, 200,
250, 500ml, 1,
5, 10 lit","Diệt vi khuẩn, virus, ngoại kí sinh trùng trong môi trường nuôi trồng thuỷ sản",24 tháng,HN.TS14-2
366,A-KON,Potassium peroxymonosulphat e,Dạng bột,"Gói, Túi, Hũ, Bao","10, 20, 50,
100, 200, 250,
500g; 1, 5, 10,
15, 20, 25kg","Sát trùng, xử lý, cải tạo môi trường và dụng cụ trong nuôi trồng thuỷ sản",24 tháng,HN.TS14-3
367,IOCID AQUA,PVP-iodine,Dung dịch dùng ngoài,"Chai, Lọc, Can","10, 20, 50,
100, 150, 200,
250, 500ml, 1,
5, 10 lit","Diệt vi khuẩn, nguyên sinh động vật gây bệnh cho tôm, cá, làm sạch nguồn nước trong ao, hồ nuôi thủy sản và tẩy uế nhà xưởng, sát trùng dụng cụ, trang thiết bị trong bể ương",24 tháng,HN.TS14-4
368,FLORSOL AQUA,Florfenicol,Dung dịch uống,"Chai, Lọc, Can","10, 20, 50,
100, 150, 200,
250, 500ml, 1,
5, 10 lit",Trị nhiễm trùng đường ruột do vi khuẩn Edwarsiella ictaluri trên cá,24 tháng,HN.TS7-10
369,MEDI-B.K.C 80,Benzalkonium chloride,Dung dịch sát trùng,"Chai, Can","100, 120, 200,
250, 500ml; 1,
5, 10, 20 lít",Thuốc sát trùng diệt các loại vi khuẩn virus nấm nguyên sinh động vật có trong ao nuôi thủy sản,24 tháng,MDV-117
370,BKC 80%,Benzalkonium Chloride,Dung dịch sát trùng,"Chai, Lọ, Can","100, 200,
500ml; 1 lít, 2,
5, 10, 20, 25 lít","Diệt khuẩn, nấm, nguyên sinh động vật trong nước ao nuôi. Sát trùng dụng cụ nuôi, bể ương",24 tháng,HN.TS17- 01
371,FLOR 50 POWDER,Florfenicol,Thuốc bột uống,"Gói, Bao","5g, 10g, 20g,
50g, 100g,
500g, 1kg","Trị nhiễm trùng huyết đường ruột do vi khuẩn Edwarsiella ictaluri trên cá tra, ba sa",24 tháng,HN.TS17- 02
372,DOXY 20,Doxycycline hyclate,Thuốc bột uống,"Gói, Bao","5g, 10g, 20g,
50g, 100g,
500g, 1kg",Trị bệnh đỏ thân trên tôm gây ra bởi vi khuẩn Vibrio alginolyticus,24 tháng,HN.TS17- 03
373,FLOR 20 POWDER,Florfenicol,Thuốc bột uống,"Gói, Bao","5g, 10g, 20g,
50g, 100g,
500g, 1kg",Trị xuất huyết đường ruột cá do vi khuẩn Edwardsiella Ictaluti,24 tháng,HN.TS17- 04
374,OXY 50,Oxytetracycline HCl,Thuốc bột uống,"Gói, Bao","5g, 10g, 20g,
50g, 100g,
500g, 1kg","Trị bệnh phát sáng do Vibrio parahaemolyticus trên tôm, nhiễm trùng máu, xuất huyết do Streptococcus trên cá",24 tháng,HN.TS17- 05
375,FENBEN,Fenbendazole,Thuốc bột uống,"Gói, Bao","5g, 10g, 20g,
50g, 100g,
500g, 1kg","Trị giun tròn đường ruột, trong ống mật, sán lá, sán dây trên cá",24 tháng,HN.TS17- 06
376,AQUA IODINE 300,Povidone Iodine,Dung dịch sát trùng,"Chai, Lọ, Can","20, 50, 100,
200, 250,
500ml, 1, 5,
10, 20 lít","Diệt vi khuẩn, khống chế tiêu diệt các loại nấm, nguyên sinh động vật gây bệnh có trong nước khi thả tôm, cá, dọn tẩy ao, sát trùng bể nuôi và vệ sinh dụng cụ nuôi",24 tháng,HAN.TS1- 01
377,PENTADIN,"Alkyldimethylbenz yl ammonium chloride, Glutaradehyde",Dung dịch sát trùng,"Chai, Lọ, Can","20, 50, 100,
200, 250,
500ml, 1, 5,
10, 20 lít","Diệt khuẩn nguyên sinh động vật trong nước ao nuôi, sát trùng nguồn nước và dụng cụ nuôi tôm, cá",24 tháng,HAN.TS1- 02
378,BUTAPHAN B12,"Butafosfan (1-(n- butylamino)-1- methylethylphosph onic acid), Vitamin B12",Dạng trộn thức ăn,"Chai, Lọ, Can","20, 50, 100,
200, 250,
500ml, 1, 5,
10, 20 lít","Tăng cường sức đề kháng, chống sốc khi thời tiết thay đổi, nắng nóng hay mưa to kéo dài và khi tôm đang bị bệnh, và đặc biệt hỗ trợ tích cực trong quá trình điều trị bệnh trên tôm, cá",24 tháng,HAN.TS1- 03
379,VITAQUA - C,"Acid Citric, Vitamin C",Thuốc bột trộn thức ăn,"Gói, Hộp, Bao","10, 20, 50,
100, 200, 250,
500g, 1, 5, 10,
20, 25kg","Phòng chống stress, tăng sức đề kháng cho tôm, cá trong trường hợp nhiệt độ, độ mặn, thời tiết thay đổi đột ngột",24 tháng,HAN.TS1- 04
380,MAXFLOX 30,Florfenicol,Dung dịch,"Chai, Lọ, Can","20, 50, 100,
200, 250,
500ml, 1, 5,
10, 20 lít","Trị nhiễm khuẩn đường ruột do vi khuẩn Edwardsiella ictaluri trên cá tra, cá basa",24 tháng,HAN.TS1- 05
381,SULFAQUA,"Sulfadimethoxine, Trimethoprim",Thuốc bột trộn thức ăn,"Gói, Hộp, Bao","10, 20, 50,
100, 200, 250,
500g, 1, 5, 10,
20, 25kg","Trị nhiễm khuẩn trên cá do các loại vi khuẩn Edwardsiella ictaluri, Aeromonas, Flexibacter, Pseudomonas, Enterobacteria, Vibrio spp gây các triệu chứng: sưng chướng bụng, gan, thận có mủ, lở loét toàn thân, đốm trắng, đốm đỏ, trắng đuôi, tuột nhớt, thối đuôi, thối vây",24 tháng,HAN.TS1- 08
382,AQUA SULFAPRIM,"Sulfadimethoxine sodium, Trimethoprim",Dung dịch uống,"Chai, Lọ, Can","20, 50, 100,
200, 250,
500ml, 1, 5,
10, 20 lít","Trị bệnh phát sáng do vi khuẩn Vibrio trên tôm,bệnh nhiễm khuẩn do Aeromonas, Pseudomonas (đốm đỏ, hậu môn sưng đỏ, xuất huyết) trên cá",24 tháng,HAN.TS1- 09
383,AQUA BRONO,Bronopol,Dung dịch uống,"Chai, Lọ, Can","20, 50, 100,
200, 250,
500ml, 1, 5,
10, 20 lít","Trị nấm (Saprolegnia sp, Aphanomyces sp, Achlya sp) trên cá, tôm và trứng cá.",24 tháng,HAN.TS1- 10
384,AQUA BKC 80,Alkyldimethylbenz yl ammonium chloride,Dung dịch sát trùng,"Chai, Lọ, Can","20, 50, 100,
200, 250,
500ml, 1, 5,
10, 20 lít","Diệt vi khuẩn, nấm, nguyên sinh động vật trong nước ao nuôi tôm, cá, sát trùng dụng cụ nuôi, bể ương.",24 tháng,HAN.TS1- 11
385,AQUA CIMEQUANTEL,"Cimetidine HCl, Praziquantel",Thuốc bột,"Gói, Hộp, Bao","10, 20, 50,
100, 200, 250,
500g, 1, 5, 10,
20, 25kg",Trị sán lá đơn chủ và sán dây trên cá.,24 tháng,HAN.TS1- 12
386,AQUA LEVA,Levamisol,Thuốc bột,"Gói, Hộp, Bao","10, 20, 50,
100, 200, 250,
500g, 1, 5, 10,
20, 25kg","Trị nội kí sinh trùng: sán lá gan, sán
ruột, các loại giun tròn, giun kim trên cá.",24 tháng,HAN.TS1- 13
387,AQUA QUANTEL,Praziquantel,Thuốc bột,"Gói, Hộp, Bao","10, 20, 50,
100, 200, 250,
500g, 1, 5, 10,
20, 25kg","Trị ngoại ký sinh trùng : sán lá đơn chủ, rận, nội kí sinh trùng: sán lá gan, sán dây trên cá.",24 tháng,HAN.TS1- 14
388,AQUA FEN,Fenbendazole,Thuốc bột,"Gói, Hộp, Bao","10, 20, 50,
100, 200, 250,
500g, 1, 5, 10,
20, 25kg","Trị nội kí sinh trùng: giun tròn đường ruột, trong ống mật, giun đầu gai, sán lá, sán dây trên cá.",24 tháng,HAN.TS1- 15
389,AQUA FLOR 50,Florfenicol,Thuốc bột,"Gói, Hộp, Bao","10, 20, 50,
100, 200, 250,
500g, 1, 5, 10,
20, 25kg","Trị nhiễm trùng huyết đường ruột trên cá Tra, Basa do vi khuẩn Edwardsiella ictaluri gây ra.",24 tháng,HAN.TS1- 16
390,AQUADOX 50,Doxycycline hyclate,Thuốc bột,"Gói, Hộp, Bao","10, 20, 50,
100, 200, 250,
500g, 1, 5, 10,
20, 25kg",Trị bệnh đỏ thân trên tôm do vi khuẩn Vibrio alginolyticus,24 tháng,HAN.TS1- 17
391,AQUA IODINE 100,Povidone Iodine,Dung dịch sát trùng,"Chai, Lọ, Can","20, 50, 100,
200, 250,
500ml, 1, 5,
10, 20 lít","Diệt khuẩn, nấm, nguyên sinh động vật trong nước ao nuôi, sát trùng dụng cụ nuôi tôm, cá",24 tháng,HAN.TS1- 18
392,AQUA INVER40,Ivermectin,Dung dịch,"Chai, Lọ, Can","20, 50, 100,
200, 250,
500ml, 1, 5,
10, 20 lít","Trị nội ký sinh trùng ở cá nuôi như: Sán lá gan, sản ruột, các loại giun tròn, giun kim ký sinh trên cá",24 tháng,HAN.TS1- 19
393,AQUA OXY 20,Oxytetracycline,Thuốc bột,"Gói, Hộp, Bao","10, 20, 50,
100, 200, 250,
500g, 1, 5, 10,
20, 25kg",Trị bệnh xuất huyết đường ruột ở cá da trơn do vi khuẩn Aeromonas hydrophila và Pseudomonas spp gây ra,24 tháng,HAN.TS1- 20
394,AQUA SULTRIM,"Sulfadimidine, Trimethoprim",Thuốc bột,"Gói, Hộp, Bao","10, 20, 50,
100, 200, 250,
500g, 1, 5, 10,
20, 25kg","Trị bệnh phát sáng do vi khuẩn Vibrio trên tôm, bệnh nhiễm khuẩn do Aeromonas, Pseudomonas spp,..., trên cá",24 tháng,HAN.TS1- 21
395,AQUA CHLORAMIN T,Chloramin T,Dung dịch sát trùng,"Chai, Lọ, Can","20, 50, 100,
200, 250,
500ml, 1, 5,
10, 20 lít","Sát trùng nước ao nuôi tôm, cá",24 tháng,HAN.TS1- 22
396,AQUAMOX 50,Amoxcillin trihydrate,Thuốc bột trộn thức ăn,"Gói, Hộp, Bao","10, 20, 50,
100, 200, 250,
500g, 1, 5, 10,
20, 25kg","Trị các bệnh nhiễm trùng do vi khuẩn gây ra trên cá: bệnh xuất huyết, tuột nhớt, gan thận mủ.",24 tháng,HAN.TS1- 6
397,MAXFLOR 20,Florfenicol,Thuốc bột trộn thức ăn,"Gói, Hộp, Bao","10, 20, 50,
100, 200, 250,
500g, 1, 5, 10,
20, 25kg","Trị nhiễm khuẩn đường ruột do vi khuẩn Edwardsiella ictaluri trên cá tra, cá basa",24 tháng,HAN.TS1- 7
398,Doxy 100Z,Doxycycline hyclate,Thuốc bột uống,Túi,"10, 20, 50,
100, 200,
500g, 1, 5, 9,
10, 20kg",Trị bệnh đỏ thân gây ra bởi vi khuẩn Vibrio alginolyticus trên tôm,24 tháng,PT.TS1-01
399,Flor 10S,Florfenicol,Thuốc bột uống,Túi,"10, 20, 50,
100, 200,
500g, 1, 5, 9,
10, 20kg","Trị bệnh gan, thận, lách có mủ gây ra
bởi vi khuẩn Edwardsiella ictaluri trên cá",24 tháng,PT.TS1-02
400,TriS 420,"Sulfamethoxazole, Trimethoprim",Thuốc bột uống,Túi,"10, 20, 50,
100, 200,
500g, 1, 5, 9,
10, 20kg","Trị nhiễm khuẩn do Aeromonas sp, Pseudomonas fluorescen, Edwardsiella tarda gây ra trên cá nước ngọt. Trị bệnh phát sáng do vi khuẩn Vibrio gây ra trên tôm.",24 tháng,PT.TS1-03
401,FISHPRO 40,Fosfomycin sodium,Dung dịch uống,"Chai, Lọ, Can","10, 20, 25, 50,
75, 100, 200,
250, 500,
750ml, 1, 2, 5,
10, 20, 25 lít","Trị gan, thận mủ, xuất huyết trên cá tra và cá basa",24 tháng,PT.TS1-04
402,Oxtetra-500,Oxytetracycline HCl,Thuốc bột uống,Túi,"10, 20, 50,
100, 200,
500g, 1, 5, 9,
10, 20kg","Trị bệnh phát sáng do vi khuẩn Vibrio trên tôm, nhiễm khuẩn Pseudomonas sp., Aeromonas. sp, Edwardsiella  trên cá nuôi nước ngọt.",24 tháng,PT.TS1-05
403,Flor 200S,Florfenicol,Dung dịch uống,"Chai, Lọ, Can","10, 20, 25, 75,
100, 200, 250,
500, 750ml, 1,
2, 5, 10, 20,
25 lít","Trị nhiễm khuẩn đường ruột do khuẩn Edwardsiella ictaluri trên cá tra, cá basa",24 tháng,PT.TS1-06
404,Erymax 30,Erythromycin thiocyanate,Thuốc bột uống,Túi,"10, 20, 50,
100, 200,
500g, 1, 5, 9,
10, 20kg",Trị bệnh gan thận mủ do Edwardsiella ictaluri gây ra trên cá tra,24 tháng,PT.TS1-07
405,Trimesul Fort,"Sulfadiazine, Trimethoprim",Thuốc bột uống,Túi,"10, 20, 50,
100, 200,
500g, 1, 5, 9,
10, 20kg","Trị bệnh phát sáng do vi khuẩn Vibrio trên tôm, nhiễm khuẩn Pseudomonas sp., Aeromonas. sp, Edwardsiella trên cá nuôi nước ngọt",24 tháng,PT.TS1-09
406,Amox 500,Amoxicillin (trihydrate),Thuốc bột uống,Túi,"10, 20, 50,
100, 200,
500g, 1, 5, 9,
10, 20kg",Trị xuất huyết do Aeromonas hydrophila gây ra trên cá tra,24 tháng,PT.TS1-10
407,Clean Fort,Praziquantel,Thuốc bột uống,Túi,"10, 20, 50,
100, 200,
500g, 1, 5, 9,
10, 20kg","Trị nội ngoại kí sinh trùng trên cá như sán lá đơn chủ, sán lá gan, sán dây, rận cá",24 tháng,PT.TS1-11
408,TRISOL-FISH 240,"Sulfamethoxazole
, Trimethoprim",Thuốc bột uống,"Túi, Hộp","5; 10; 20; 50;
100; 500 g; 1;
2; 5; 10 kg","Triị nhiễm khuẩn do Aeromonas, Pseudomonas ( đốm đỏ , hậu môn sưng đỏ , xuất huyết ) trên cá nuôi nước ngọt , phát sáng do vibrio trên tôm",24 tháng kể từ ngày sản xuất,HN.TS20- 01
409,FLOR-FISH 100,Florfenicol,Thuốc bột uống,"Túi, Hộp","5; 10; 20; 50;
100; 500 g; 1;
2; 5; 10 kg","Trị nhiễm trùng đường ruột do vi khuẩn Edwardsiella ictaluri trên cá tra, cá basa",24 tháng kể từ ngày sản xuất,HN.TS20- 02
410,TRIDAZIN-FISH 240,"Sulfadiazine sodium, Trimethoprim",Thuốc bột uống,"Túi, Hộp","5; 10; 20; 50;
100; 500 g; 1;
2; 5; 10 kg","Trị bệnh phát sáng do vi khuẩn Vibrio trên tôm, trị các bệnh nhiễm khuẩn do Aeromonas, Pseudomonas (đốm đỏ, hậu môn sưng đỏ, xuất huyết) trên cá nuôi nước ngọt.",24 tháng kể từ ngày sản xuất,HN.TS20- 03
411,V-OTC 20.fish,Oxytetracycline HCl,Thuốc bột uống,"Gói, Bao","10g,20g,50g,10
0g,250g,500g,1
kg,5kg","Trị nhiễm khuẩn với các biểu hiện đốm đỏ trên thân, mắt và hậu môn sưng đỏ, các vây bị rách, xuất huyết, hoại tử",24 tháng,HN.TS1-1
412,Trimesul 48,"Sulfadimidine, Trimethoprim",Dung dịch uống,"Chai, Lọ","10ml, 20ml, 50ml, 100ml, 250ml","Trị bệnh phát sáng do vi khuẩn Vibrio trên tôm. Trị nhiễm khuẩn do Aeromonas, Pseudomonas như đốm đỏ, hậu môn sưng đỏ, xuất huyết trên cá nuôi nước ngọt.",24 tháng,HN.TS1-11
413,Foscin 4000,Fosfomycin sodium,Thuốc bột uống,"Gói, Bao","10g,20g,50g,10
0g,200g,500g,1
kg, 5kg,10kg, 20 kg.","Trị gan thận mủ, xuất huyết",24 tháng,HN.TS1-12
414,PENKYL,"Benzalkonium chloride, Glutaraldehyde",Dung dịch dùng ngoài,"Chai, Lọ","5ml,10ml,20ml, 50ml,100ml,20 0ml,500ml,1 lít, 5 lít, 10 lít","Dịêt vi khuẩn, nấm, nguyên sinh động vật trong nước ao nuôi. Sát trùng nguồn nước, dụng cụ dùng trong nuôi trồng thủy sản.",24 tháng,HN.TS1-14
415,BELUCAN,"Beta 1,3-1,6
Glucan",Thuốc bột uống,"Gói, Bao","10g, 20g, 50g,
100g, 200g,
500g, 1 kg,
5kg, 10kg, 20 kg","Tăng sức đề kháng trên tôm, cá",24 tháng,HN.TS1-15
416,Pendin,Glutaraldehyde,Dung dịch dùng ngoài,"Chai, Lọ","5ml, 10ml, 20ml, 50ml, 100ml, 200ml, 500ml, 1 lít, 5
lít, 10 lít","Diệt vi khuẩn, nấm trong môi trường nước nuôi thủy sản, dụng cụ nuôi trồng thủy sản",24 tháng,HN.TS1-17
