letter,key,content,,
D,Disinfection,"
     Process by which viable microbiological agents or eukaryotic cells are
    reduced to a level unlikely to produce disease in healthy people, plants, or
    animals. These processes may use chemical agents, heat, ultraviolet light,
    etc. to destroy most (but not necessarily all) of the harmful or
    objectionable microorganisms, pathogens, and potential pathogens.
    Disinfection does not necessarily result in sterilization.
    

      1. ""High level disinfection"" inactivates fungi, viruses,
        and bacteria. High-level chemical disinfectants maybe ineffective
        against bacterial spores if they are present in large numbers. Extended
        exposure times may be required.
      2. ""Intermediate level disinfection"" destroys fungi, some
        viruses (lipid and most non-lipid medium-size and small viruses),
        mycobacteria, and bacteria.
      3. ""Low level disinfection"" kills vegetative forms of
        bacteria, some fungi, and some medium-size and lipid-containing viruses.
        Low-level disinfectants do not reliably kill bacterial spores,
        mycobacteria, or small or non-lipid viruses. 

    
    
      ",,
D,Dispensing,"
       The pouring or transferring of any material from a container, tank or
      similar vessel, whereby vapors, dusts, fumes, mists or gases may be
      liberated to the atmosphere.
       ",,
D,Dissimilation,"
       The breakdown of food material to yield energy and building blocks for
      cellular synthesis.
       ",,
D,Dissolved Solids,"
       The amount of nonvolatile matter dissolved in a water sample, usually
      expressed in parts per million (PPM) by weight.  ",,
D,Distillation,"
       The process of separating water from impurities by heating until it
      changes into vapor and then cooling the vapor to condense it into purified
      water.
       ",,
D,DNA (Deoxyribonucleic Acid),"
       The molecule of which the genetic material is composed. It consists of
      two chains joined together as a double helix. Each chain is composed of a
      polymer of nucleotides (consisting of a nitrogenous base, a
      deoxyribosesugar ring, and a phosphate group) joined together by
      phosphodiester bonds between the 5'-phosphate of one nucleotide and the
      3'-hydroxyl of the next. The two chains run in opposite directions and are
      held together by hydrogen bonds between the bases in equivalent positions
      in the two chains. There are various forms of double helical DNA. They
      are: 
    
    
      1. B-DNA (first described by Crick and Watson) is a right-handed
        helix with 10.6 base pairs per turn and is probably the main form of
        cellular DNA.
      2. A-DNA is also a right-handed helix but is somewhat skewed and
        contains about 11 base pairs per turn. It is the form taken By DNA-RNA
        hybrid double helixes.
      3. Z-DNA is a left-handed helix with 11 base pairs per turn. It is
        favored by regions rich in guanine cutosine base pairs and probably
        occurs infrequently in cellular DNA. 

    
    ",,
D,"
      ",,,
D,DNA (Deoxyribonucleic Acid),"
       The molecular basis for genes; every inherited characteristic has its
      origin somewhere in the code of the organism's complement of DNA. The code
      is made up of subunits, nucleic acids. The organism to produce the
      required proteins that compose the genetic traits of the organism and its
      life functions interprets the sequence of the four nucleic acids.
       ",,
D,DNAse (Deoxyribonuclease),"
       An enzyme that degrades DNA.
       ",,
D,DNA Array,"
       Spots of DNA arranged on a slide support such as glass or silicon ""DNA
      chip"" (or microarray), used for screening, sequencing, genetic
      mapping, and so on.
       ",,
D,DNA Replication,"
       The use of existing DNA as a template for the synthesis of new DNA
      strands. In humans and other eukaryotes, replication occurs in the cell
      nucleus.
       ",,
D,DNA Sequence,"
       The relative order of base pairs, whether in a fragment of DNA, a gene, a
      chromosome, or an entire genome. (also see:  ",,
D,DNA Vector,"
       A DNA vehicle for transferring generic information from one cell to
      another. 
      Documentation Written or pictorial information describing, defining,
        specifying, and/or reporting of certifying activities, requirements,
        procedures or results.

      ",,
D,Domain,"
       A discrete portion of a protein with its own function. The combination of
      domains in a single protein determines its overall function.
       ",,
D,Dominant Allele,"
       A gene that is expressed, regardless of whether its counterpart allele on
      the other chromosome is dominant or recessive. Autosomal dominant
      disorders are produced by a single mutated dominant allele, even though
      its corresponding allele is normal.
       ",,
D,DOP (Dioctyl Phthalate),"
       A mono-dispersed test aerosol of sub-micron particles, generated to
      challenge (evaluate integrity) of HEPA filters for HVAC.  ",,
