INGREDIENT_NAME,ROUTE,DOSAGE_FORM,CAS_NUMBER,UNII,POTENCY_AMOUNT,POTENCY_UNIT,MAXIMUM_DAILY_EXPOSURE,MAXIMUM_DAILY_EXPOSURE_UNIT,RECORD_UPDATED
FLAVOR PEPPERMINT 104,ORAL,SYRUP,,NA,,,40,mg,
FLAVOR PEPPERMINT 501500,ORAL,SOLUTION,,NA,,,5,mg,
FLAVOR PEPPERMINT 501500,ORAL,TABLET,,NA,,,4,mg,
FLAVOR PEPPERMINT 501500,ORAL,"TABLET, ORALLY DISINTEGRATING",,NA,,,26,mg,Y
FLAVOR PEPPERMINT 501500,SUBLINGUAL,TABLET,,NA,,,1,mg,
FLAVOR PEPPERMINT 517,ORAL,LOZENGE,,NA,,,600,mg,
FLAVOR PEPPERMINT 517,ORAL,"POWDER, FOR SUSPENSION",,NA,,,24,mg,
FLAVOR PEPPERMINT 517,ORAL,"TABLET, CHEWABLE",,NA,,,24,mg,
FLAVOR PEPPERMINT 517,ORAL,"TABLET, ORALLY DISINTEGRATING",,NA,,,8,mg,
FLAVOR PEPPERMINT ART F-10012,ORAL,SOLUTION,,NA,2.1,mg/1ml,,,
FLAVOR PEPPERMINT ART F-10012,ORAL,SUSPENSION,,NA,,,12,mg,
FLAVOR PEPPERMINT EXTRACT FN-2356,ORAL,SOLUTION,,NA,,,288,mg,
FLAVOR PEPPERMINT F94249,ORAL,"POWDER, FOR SUSPENSION",,NA,,,11,mg,
FLAVOR PEPPERMINT FM-4134,ORAL,SOLUTION,,NA,,,25,mg,
FLAVOR PEPPERMINT PFC 9927,ORAL,LIQUID,,NA,,,165,mg,
FLAVOR PEPPERMINT PFC 9927,ORAL,SOLUTION,,NA,,,5,mg,
FLAVOR PEPPERMINT SN583865,ORAL,SOLUTION,,NA,,NA,,,
FLAVOR PEPPERMINT WL-6167,ORAL,TABLET,,NA,,,64,mg,
FLAVOR PEPPERMINT WONF 33864,ORAL,LOZENGE,,NA,,,600,mg,
"FLAVOR PEPPERMINT, NATURAL SPRAYLENE",ORAL,TABLET,,NA,4,mg,,,
FLAVOR RASPBERRY 21028D,ORAL,SOLUTION,,NA,,NA,,,
FLAVOR RASPBERRY 21028D,ORAL,SYRUP,,NA,,NA,,,
FLAVOR RASPBERRY 28106,ORAL,SUSPENSION,,NA,12.5,mg/5ml,,,
FLAVOR RASPBERRY 28106,ORAL,SUSPENSION/ DROPS,,NA,,,38,mg,
FLAVOR RASPBERRY 954,ORAL,SUSPENSION,,NA,,,40,mg,
FLAVOR RASPBERRY 954,ORAL,"TABLET, CHEWABLE",,NA,,,60,mg,
FLAVOR RASPBERRY 954K (BK77),ORAL,"FILM, SOLUBLE",,NA,,,19,mg,
FLAVOR RASPBERRY 954K (BK77),ORAL,"POWDER, FOR SOLUTION",,NA,,,92,mg,
FLAVOR RASPBERRY 954K (BK77),ORAL,SOLUTION,,NA,0.16,mg/1ml,,,
FLAVOR RASPBERRY 998,ORAL,SOLUTION,,NA,,,125,mg,
FLAVOR RASPBERRY 998,ORAL,SUSPENSION,,NA,260,mg/120ml,,,
FLAVOR RASPBERRY 998,ORAL,SYRUP,,NA,,,40,mg,
FLAVOR RASPBERRY F-1784,ORAL,SOLUTION,,NA,,,90,mg,
FLAVOR RASPBERRY F-1784,ORAL,SUSPENSION,,NA,,,140,mg,
FLAVOR RASPBERRY F-1784,ORAL,SYRUP,,NA,0.07,ml/5ml,,,
FLAVOR RASPBERRY F-1840,ORAL,SOLUTION,,NA,,NA,,,
FLAVOR RASPBERRY F-1840,ORAL,SYRUP,,NA,,NA,,,
FLAVOR RASPBERRY PFC-8407,ORAL,ELIXIR,,NA,,NA,,,
FLAVOR RASPBERRY PFC-8407,ORAL,SOLUTION,,NA,,,150,mg,
FLAVOR RASPBERRY PFC-8407,ORAL,SUSPENSION,,NA,,,1382,mg,
FLAVOR RASPBERRY PFC-8407,RECTAL,SUSPENSION,,NA,,,4608,mg,
FLAVOR ROOT BEER 180339,ORAL,"POWDER, FOR SUSPENSION",,NA,2.1,mg/5ml,,,
FLAVOR STRAWBERRY 052311 AP0551,ORAL,"POWDER, FOR SUSPENSION",,NA,35,mg/5ml,,,
FLAVOR STRAWBERRY 052311 AP0551,ORAL,"TABLET, ORALLY DISINTEGRATING",,NA,,,3,mg,
FLAVOR STRAWBERRY 052311 AP0551,ORAL,"TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE",,NA,,,35,mg,
FLAVOR STRAWBERRY 14953,ORAL,SOLUTION,,NA,,NA,,,
FLAVOR STRAWBERRY 17.36.8509,ORAL,TABLET,,NA,,,78,mg,
FLAVOR STRAWBERRY 17.36.8509,ORAL,"TABLET, ORALLY DISINTEGRATING",,NA,12,mg,,,
FLAVOR STRAWBERRY 17.36.8509,ORAL,"TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE",,NA,,,66,mg,
FLAVOR STRAWBERRY 17C56217,ORAL,SOLUTION,,NA,15,mg/5ml,,,
FLAVOR STRAWBERRY 17C56217,ORAL,"TABLET, ORALLY DISINTEGRATING",,NA,0.25,mg,,,
FLAVOR STRAWBERRY 52.311AP,ORAL,"POWDER, FOR SUSPENSION",,NA,25,mg/5ml,,,
FLAVOR STRAWBERRY 52312/AP0551,ORAL,"POWDER, FOR SUSPENSION",,NA,15,mg/5ml,,,
FLAVOR STRAWBERRY 55058,ORAL,CONCENTRATE,,NA,,NA,,,
FLAVOR STRAWBERRY 55058,ORAL,SYRUP,,NA,,NA,,,
FLAVOR STRAWBERRY 5951,ORAL,SUSPENSION,,NA,5,mg/5ml,,,
FLAVOR STRAWBERRY 5951,ORAL,SUSPENSION/ DROPS,,NA,,,15,mg,
FLAVOR STRAWBERRY BANANA 24020,ORAL,SOLUTION,,NA,,,400,mg,
FLAVOR STRAWBERRY BANANA 24020,ORAL,SUSPENSION,,NA,,,449,mg,
FLAVOR STRAWBERRY FN-13819,ORAL,SOLUTION,,NA,,,261,mg,
FLAVOR STRAWBERRY GUARANA 586.997/APO5.51,ORAL,"POWDER, FOR SUSPENSION",,NA,20,mg/5ml,,,
FLAVOR STRAWBERRY GUARANA 586.997/APO5.51,ORAL,TABLET,,NA,20,mg,,,
FLAVOR STRAWBERRY GUARANA 586.997/APO5.51,ORAL,"TABLET, CHEWABLE",,NA,14.42,mg,,,
FLAVOR STRAWBERRY GUARANA 586.997/APO5.51,ORAL,"TABLET, ORALLY DISINTEGRATING",,NA,,,4,mg,
FLAVOR STRAWBERRY PFC-9626,ORAL,SYRUP,,NA,15.8,mg/5ml,,,
FLAVOR STRAWBERRY WD FO-1022,ORAL,SOLUTION,,NA,,,30,mg,
FLAVOR STRAWBERRY WD FO-1022,ORAL,SUSPENSION,,NA,,,30,mg,
FLAVOR SWEET TONE 28837,ORAL,SOLUTION,,NA,0.5,mg/5ml,,,
FLAVOR SWEET-AM 918.005,ORAL,"GRANULE, FOR SUSPENSION",,NA,,,360,mg,
FLAVOR SWEET-AM 918.005,ORAL,SOLUTION,,NA,2,mg/5ml,,,
FLAVOR TROPICAL FRUIT PUNCH N&A 50432,ORAL,SOLUTION,,NA,8,mg,,,
FLAVOR TROPICAL FRUIT PUNCH N&A 50432,ORAL,SYRUP,,NA,5.2,mg/1ml,,,
FLAVOR TUTTI FRUTTI 51.880/AP05.51,ORAL,"POWDER, FOR SUSPENSION",,NA,,,150,mg,
FLAVOR TUTTI FRUTTI 51.880/AP05.51,ORAL,SUSPENSION,,NA,2.5,mg/5ml,,,
FLAVOR TUTTI FRUTTI 51.880/AP05.51,ORAL,SUSPENSION/ DROPS,,NA,,,6,mg,
FLAVOR TUTTI FRUTTI 51.880/AP05.51,ORAL,TABLET,,NA,10,mg,,,
FLAVOR TUTTI FRUTTI 51.880/AP05.51,ORAL,"TABLET, ORALLY DISINTEGRATING",,NA,1.25,mg,,,
FLAVOR TUTTI FRUTTI PERMASEAL 77919-31,ORAL,SOLUTION,,NA,,,1,mg,
FLAVOR TUTTI FRUTTI PERMASEAL 77919-31,ORAL,"TABLET, ORALLY DISINTEGRATING",,NA,0.2,mg,,,
FLAVOR TUTTI FRUTTI WL-18481,ORAL,"POWDER, FOR SUSPENSION",,NA,,,150,mg,
FLAVOR VANILLA 20.4573.5P PHA,ORAL,"POWDER, FOR SUSPENSION",,NA,,,4,mg,
FLAVOR VANILLA 20.4573.5P PHA,ORAL,"TABLET, ORALLY DISINTEGRATING",,NA,,,8,mg,
FLAVOR VANILLA 501441 AP2004,ORAL,"POWDER, FOR SUSPENSION",,NA,,,234,mg,
FLAVOR VANILLA F-6257,ORAL,SOLUTION,,NA,6,mg,,,
FLAVOR VANILLA PFC-9772,ORAL,CONCENTRATE,,NA,0.01,ml/1ml,,,
FLAVOR WILD CHERRY GIVAUDAN F-1813,ORAL,"POWDER, FOR SOLUTION",,NA,2000,mg/5ml,,,
FLAVOR WILD CHERRY GIVAUDAN F-1813,ORAL,"POWDER, FOR SUSPENSION",,NA,68.2,mg/5ml,,,
FLAVOR WILD CHERRY NO. 24038,ORAL,CONCENTRATE,,NA,,,120,mg,
FLAVOR WILD CHERRY NO. 24038,ORAL,SOLUTION,,NA,,,26,mg,
FLAVOR WILD CHERRY NO. 24038,ORAL,SUSPENSION,,NA,,,16,mg,
FLAVOR WILD CHERRY NV-101-1489,ORAL,"POWDER, FOR SUSPENSION",,NA,2.5,mg/5ml,,,
FLAVOR WILD CHERRY PFC-14783,ORAL,SUSPENSION,,NA,0.37,mg/1ml,,,
FLAVOR WILD CHERRY PFC-14783,ORAL,SYRUP,,NA,12.5,mg/5ml,,,
FLAVOR YELLOW PLUM LEMON 39K 020,ORAL,SUSPENSION,,NA,,,100,mg,
FLOUR,ORAL,TABLET,,NA,9.2,mg,,,
FLOUR,ORAL,"TABLET, COATED",,NA,140,mg,,,
FLOUR,ORAL,"TABLET, EXTENDED RELEASE",,NA,,NA,,,
FLUOROCHLOROHYDROCARBONS,RESPIRATORY (INHALATION),"AEROSOL, METERED",,NA,,NA,,,
FLUOROCHLOROHYDROCARBONS,RESPIRATORY (INHALATION),"AEROSOL, SPRAY",,NA,,NA,,,
FLUOROPOLYMER COATED RELEASE LINER,TRANSDERMAL,SYSTEM,,NA,,,62,mg,
FORMALDEHYDE SOLUTION,TOPICAL,CREAM,463570,T0H3L6C7I5,0.28,%w/w,,,
FORMALDEHYDE SOLUTION,TOPICAL,SHAMPOO,463570,T0H3L6C7I5,0.25,%w/w,,,
FORMALDEHYDE SOLUTION,TOPICAL,SOAP,463570,T0H3L6C7I5,0.1,%w/w,,,
FORMALDEHYDE SOLUTION,TOPICAL,SOLUTION,463570,T0H3L6C7I5,0.2,%w/w,,,
FORMIC ACID,INTRAVENOUS,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",64186,0YIW783RG1,6,%w/v,,,
FRAGRANCE 91-122,TOPICAL,"SHAMPOO, SUSPENSION",,NA,3,%w/w,,,
FRAGRANCE 91-122,TOPICAL,SOAP,,NA,0.86,%w/w,,,
FRAGRANCE 91-122,TOPICAL,SOLUTION,,NA,0.03,%w/w,,,
FRAGRANCE 9128-Y,TOPICAL,CREAM,,NA,0.07,%w/w,,,
FRAGRANCE BALSAM PINE NO. 5124,TOPICAL,OIL,,NA,0.03,%w/w,,,
FRAGRANCE CREAM NO. 73457,TOPICAL,OIL,,NA,1.15,%w/w,,,
FRAGRANCE CS-28197,TOPICAL,CREAM,,NA,,NA,,,
FRAGRANCE P O FL-147,TOPICAL,AEROSOL,,NA,0.27,%w/w,,,
FRAGRANCE P O FL-147,TOPICAL,EMULSION,,NA,0.27,%w/w,,,
FRAGRANCE P O FL-147,TOPICAL,SOLUTION,,NA,0.13,%w/w,,,
FRAGRANCE RBD-9819,TOPICAL,"AEROSOL, FOAM",,NA,0.1,%w/w,,,
FRAGRANCE RBD-9819,TOPICAL,CREAM,,NA,0.06,%w/w,,,
FRAGRANCE RBD-9819,TOPICAL,SHAMPOO,,NA,0.75,%w/w,,,
FRAGRANCE RBD-9819,TOPICAL,SOAP,,NA,0.03,%w/w,,,
FRAGRANCE RBD-9819,TOPICAL,SOLUTION,,NA,0.03,%w/w,,,
FRAGRANCE RBD-9819,VAGINAL,CREAM,,NA,0.1,%w/w,,,
FRAGRANCE SOAP,TOPICAL,OINTMENT,,NA,0.21,%w/w,,,
FRAGRANCE SOAP,TOPICAL,POWDER,,NA,,NA,,,
FRAGRANCE UNGERER N5195,TOPICAL,LOTION,,NA,0.07,%w/w,,,
FRUCTOSE,INTRAVENOUS,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",57487,6YSS42VSEV,50,mg,,,
FRUCTOSE,ORAL,"POWDER, FOR SOLUTION",57487,6YSS42VSEV,2625,mg/5ml,,,
FRUCTOSE,ORAL,"POWDER, FOR SUSPENSION",57487,6YSS42VSEV,,,2400,mg,
FRUCTOSE,ORAL,SOLUTION,57487,6YSS42VSEV,,,13872,mg,
FRUCTOSE,ORAL,SUSPENSION,57487,6YSS42VSEV,20,mg/1ml,,,
FRUCTOSE,ORAL,"SUSPENSION, EXTENDED RELEASE",57487,6YSS42VSEV,,NA,,,
FRUCTOSE,ORAL,SYRUP,57487,6YSS42VSEV,1732.5,mg/5ml,,,
FRUCTOSE,ORAL,TABLET,57487,6YSS42VSEV,64.92,mg,,,
FRUCTOSE,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",57487,6YSS42VSEV,,,72,mg,
FRUCTOSE,RECTAL,SOLUTION,57487,6YSS42VSEV,0.67,%w/v,,,
FUMARIC ACID,ORAL,"CAPSULE, EXTENDED RELEASE",110178,88XHZ13131,,,240,mg,
FUMARIC ACID,ORAL,"POWDER, FOR SOLUTION",110178,88XHZ13131,2,mg/1ml,,,
FUMARIC ACID,ORAL,SUSPENSION,110178,88XHZ13131,,,120,mg,
FUMARIC ACID,ORAL,SYRUP,110178,88XHZ13131,0.75,mg/5ml,,,
FUMARIC ACID,ORAL,TABLET,110178,88XHZ13131,,,115,mg,
FUMARIC ACID,ORAL,"TABLET, CHEWABLE",110178,88XHZ13131,,,120,mg,
FUMARIC ACID,ORAL,"TABLET, EXTENDED RELEASE",110178,88XHZ13131,,,70,mg,
GALACTOSE,ORAL,"POWDER, FOR SOLUTION",59234,X2RN3Q8DNE,,NA,,,
GALACTOSE,ORAL,SOLUTION,59234,X2RN3Q8DNE,2200,mg/15ml,,,
GALACTOSE,ORAL,TABLET,59234,X2RN3Q8DNE,0.67,mg,,,
GALACTOSE,RECTAL,SOLUTION,59234,X2RN3Q8DNE,14.67,%w/v,,,
GALACTOSE MONOHYDRATE,ORAL,TABLET,64490911,2C22T7DYYR,,,590,mg,
GALACTOSE MONOHYDRATE,ORAL,"TABLET, ORALLY DISINTEGRATING",64490911,2C22T7DYYR,4.5,mg,,,
GELATIN,BUCCAL,"GUM, CHEWING",9000708,2G86QN327L,,,102,mg,
GELATIN,DENTAL,PASTE,9000708,2G86QN327L,16.8,%w/w,,,
GELATIN,INTRACAVITARY,INJECTION,9000708,2G86QN327L,0.05,ml,,,
GELATIN,INTRAMUSCULAR,INJECTION,9000708,2G86QN327L,16,%w/v,,,
GELATIN,INTRAMUSCULAR,"INJECTION, POWDER, FOR SOLUTION",9000708,2G86QN327L,14,mg,,,
GELATIN,INTRAMUSCULAR,"INJECTION, POWDER, FOR SUSPENSION",9000708,2G86QN327L,,,2,mg,
GELATIN,INTRAMUSCULAR,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",9000708,2G86QN327L,,,1,mg,
GELATIN,INTRAMUSCULAR,"INJECTION, SUSPENSION",9000708,2G86QN327L,1.3,mg,,,
GELATIN,INTRAVENOUS,INJECTION,9000708,2G86QN327L,20,mg,,,
GELATIN,INTRAVENOUS,"INJECTION, POWDER, FOR SOLUTION",9000708,2G86QN327L,14,mg,,,
GELATIN,INTRAVENOUS,SOLUTION,9000708,2G86QN327L,34.8,mg,,,
GELATIN,NASAL,DROPS,9000708,2G86QN327L,50,mg/1ml,,,
GELATIN,ORAL,CAPSULE,9000708,2G86QN327L,,,6436,mg,
GELATIN,ORAL,"CAPSULE, COATED",9000708,2G86QN327L,,,288,mg,
GELATIN,ORAL,"CAPSULE, COATED PELLETS",9000708,2G86QN327L,65,mg,,,
GELATIN,ORAL,"CAPSULE, COATED, EXTENDED RELEASE",9000708,2G86QN327L,,NA,,,
GELATIN,ORAL,"CAPSULE, DELAYED RELEASE",9000708,2G86QN327L,,,967,mg,
GELATIN,ORAL,"CAPSULE, EXTENDED RELEASE",9000708,2G86QN327L,,,1229,mg,
GELATIN,ORAL,"CAPSULE, LIQUID FILLED",9000708,2G86QN327L,,,1042,mg,
GELATIN,ORAL,DROPS,9000708,2G86QN327L,,NA,,,
GELATIN,ORAL,ELIXIR,9000708,2G86QN327L,,NA,,,
GELATIN,ORAL,PASTILLE,9000708,2G86QN327L,143,mg,,,
GELATIN,ORAL,POWDER,9000708,2G86QN327L,100,mg,,,
GELATIN,ORAL,"POWDER, FOR SUSPENSION",9000708,2G86QN327L,,NA,,,
GELATIN,ORAL,SOLUTION,9000708,2G86QN327L,34.8,mg,,,
GELATIN,ORAL,SYRUP,9000708,2G86QN327L,,NA,,,
GELATIN,ORAL,TABLET,9000708,2G86QN327L,,,46,mg,
GELATIN,ORAL,"TABLET, CHEWABLE",9000708,2G86QN327L,,,24,mg,
GELATIN,ORAL,"TABLET, COATED",9000708,2G86QN327L,42.12,mg,,,
GELATIN,ORAL,"TABLET, DELAYED RELEASE",9000708,2G86QN327L,19,mg,,,
GELATIN,ORAL,"TABLET, EXTENDED RELEASE",9000708,2G86QN327L,,,239,mg,
GELATIN,ORAL,"TABLET, FILM COATED",9000708,2G86QN327L,,,40,mg,
GELATIN,ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",9000708,2G86QN327L,,NA,,,
GELATIN,ORAL,"TABLET, ORALLY DISINTEGRATING",9000708,2G86QN327L,,,120,mg,
GELATIN,ORAL,"TABLET, SUGAR COATED",9000708,2G86QN327L,,NA,,,
GELATIN,ORAL,WAFER,9000708,2G86QN327L,,NA,,,
GELATIN,PERIODONTAL,TABLET,,2G86QN327L,3.44,mg,,,
GELATIN,RESPIRATORY (INHALATION),CAPSULE,9000708,2G86QN327L,,NA,,,
GELATIN,RESPIRATORY (INHALATION),POWDER,9000708,2G86QN327L,100,mg,,,
GELATIN,SUBCUTANEOUS,INJECTION,9000708,2G86QN327L,16,%w/v,,,
GELATIN,SUBCUTANEOUS,"INJECTION, POWDER, FOR SOLUTION",9000708,2G86QN327L,14,mg,,,
GELATIN,SUBLINGUAL,TABLET,9000708,2G86QN327L,,,19,mg,
GELATIN,SUBLINGUAL,"TABLET, ORALLY DISINTEGRATING",9000708,2G86QN327L,,,13,mg,
GELATIN,TOPICAL,SYSTEM,9000708,2G86QN327L,,,1050,mg,
GELATIN,VAGINAL,SUPPOSITORY,9000708,2G86QN327L,,NA,,,
GENTISIC ACID,INTRAVENOUS,INJECTION,490799,VP36V95O3T,,,13,mg,
GENTISIC ACID,INTRAVENOUS,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",490799,VP36V95O3T,,,1,mg,
GINGER,ORAL,ELIXIR,,C5529G5JPQ,10,mg/5ml,,,
GINGER,ORAL,SYRUP,,C5529G5JPQ,0.05,ml/5ml,,,
GLUCEPTATE SODIUM,INTRAVENOUS,INJECTION,13007857,3D49LE7HM2,75,mg,,,
GLUCEPTATE SODIUM,INTRAVENOUS,"INJECTION, POWDER, FOR SOLUTION",13007857,3D49LE7HM2,200,mg,,,
GLUCONIC ACID,ORAL,"TABLET, COATED",526954,R4R8J0Q44B,35.3,mg,,,
GLUCONOLACTONE,INTRAMUSCULAR,INJECTION,90802,WQ29KQ9POT,,ADJ PH,,,
GLUCONOLACTONE,INTRAVENOUS,INJECTION,90802,WQ29KQ9POT,,ADJ PH,,,
GLUCONOLACTONE,ORAL,ELIXIR,90802,WQ29KQ9POT,,NA,,,
GLUCONOLACTONE,TOPICAL,CLOTH,90802,WQ29KQ9POT,,NA,,,
GLUCONOLACTONE,TOPICAL,SOLUTION,90802,WQ29KQ9POT,0.3,%w/w,,,
GLUCONOLACTONE,TOPICAL,SPONGE,90802,WQ29KQ9POT,,ADJ PH,,,
GLUTAMIC ACID HYDROCHLORIDE,ORAL,TABLET,138158,M0C2SP444T,30,mg,,,
GLUTARAL,TOPICAL,SHAMPOO,111308,T3C89M417N,0.05,%w/w,,,
GLYCERIN,AURICULAR (OTIC),SOLUTION,56815,PDC6A3C0OX,63.64,%w/v,,,
GLYCERIN,AURICULAR (OTIC),SOLUTION/ DROPS,56815,PDC6A3C0OX,,,12,mg,
GLYCERIN,AURICULAR (OTIC),SUSPENSION,56815,PDC6A3C0OX,0.05,%w/w,,,
GLYCERIN,BUCCAL,"GUM, CHEWING",56815,PDC6A3C0OX,,,230,mg,
GLYCERIN,BUCCAL,MOUTHWASH,56815,PDC6A3C0OX,100,mg/1ml,,,
GLYCERIN,BUCCAL,SYSTEM,56815,PDC6A3C0OX,66,mg,,,
GLYCERIN,DENTAL,PASTE,56815,PDC6A3C0OX,20,%w/w,,,
GLYCERIN,DENTAL,"PASTE, DENTIFRICE",56815,PDC6A3C0OX,18,%w/w,,,
GLYCERIN,DENTAL,SOLUTION,56815,PDC6A3C0OX,15,%w/v,,,
GLYCERIN,INTRADERMAL,INJECTION,56815,PDC6A3C0OX,1.6,%w/v,,,
GLYCERIN,INTRAMUSCULAR,INJECTION,56815,PDC6A3C0OX,,,450,mg,
GLYCERIN,INTRAMUSCULAR,"INJECTION, SOLUTION",56815,PDC6A3C0OX,15,%w/v,,,
GLYCERIN,INTRAVENOUS,EMULSION,56815,PDC6A3C0OX,2.2,%w/v,,,
GLYCERIN,INTRAVENOUS,INJECTION,56815,PDC6A3C0OX,,,550,mg,
GLYCERIN,INTRAVENOUS,"INJECTION, EMULSION",56815,PDC6A3C0OX,,,18750,mg,
GLYCERIN,INTRAVENOUS,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",56815,PDC6A3C0OX,225,mg,,,
GLYCERIN,INTRAVENOUS,"INJECTION, SOLUTION",56815,PDC6A3C0OX,15,%w/v,,,
GLYCERIN,IONTOPHORESIS,SYSTEM,56815,PDC6A3C0OX,168.1,mg,,,
GLYCERIN,NASAL,DROPS,56815,PDC6A3C0OX,10,mg/1ml,,,
GLYCERIN,NASAL,SOLUTION,56815,PDC6A3C0OX,25,mg/1ml,,,
GLYCERIN,NASAL,SPRAY,56815,PDC6A3C0OX,22.3,mg/1ml,,,
GLYCERIN,NASAL,"SPRAY, METERED",56815,PDC6A3C0OX,,,13,mg,
GLYCERIN,OPHTHALMIC,EMULSION,56815,PDC6A3C0OX,2.3,%w/v,,,
GLYCERIN,OPHTHALMIC,GEL,56815,PDC6A3C0OX,0.88,%w/w,,,
GLYCERIN,OPHTHALMIC,SOLUTION,56815,PDC6A3C0OX,6,%w/v,,,
GLYCERIN,OPHTHALMIC,SOLUTION/ DROPS,56815,PDC6A3C0OX,2.25,%w/v,,,
GLYCERIN,OPHTHALMIC,SUSPENSION,56815,PDC6A3C0OX,,,58,mg,Y
GLYCERIN,OPHTHALMIC,SUSPENSION/ DROPS,56815,PDC6A3C0OX,2.5,%w/v,,,
GLYCERIN,ORAL,CAPSULE,56815,PDC6A3C0OX,,,3487,mg,
GLYCERIN,ORAL,"CAPSULE, COATED",56815,PDC6A3C0OX,14.21,mg,,,
GLYCERIN,ORAL,"CAPSULE, EXTENDED RELEASE",56815,PDC6A3C0OX,132.32,mg,,,
GLYCERIN,ORAL,"CAPSULE, LIQUID FILLED",56815,PDC6A3C0OX,,,185,mg,
GLYCERIN,ORAL,CONCENTRATE,56815,PDC6A3C0OX,,,1800,mg,
GLYCERIN,ORAL,DROPS,56815,PDC6A3C0OX,300,mg/1ml,,,
GLYCERIN,ORAL,ELIXIR,56815,PDC6A3C0OX,500,mg/1ml,,,
GLYCERIN,ORAL,LIQUID,56815,PDC6A3C0OX,,,7200,mg,
GLYCERIN,ORAL,PASTE,56815,PDC6A3C0OX,,,3822,mg,
GLYCERIN,ORAL,SOLUTION,56815,PDC6A3C0OX,,,32400,mg,
GLYCERIN,ORAL,"SOLUTION, CONCENTRATE",56815,PDC6A3C0OX,200,mg/1ml,,,
GLYCERIN,ORAL,SUSPENSION,56815,PDC6A3C0OX,,,26208,mg,
GLYCERIN,ORAL,"SUSPENSION, EXTENDED RELEASE",56815,PDC6A3C0OX,,,2000,mg,
GLYCERIN,ORAL,SUSPENSION/ DROPS,56815,PDC6A3C0OX,,,750,mg,
GLYCERIN,ORAL,SYRUP,56815,PDC6A3C0OX,,,16734,mg,
GLYCERIN,ORAL,TABLET,56815,PDC6A3C0OX,,,42,mg,
GLYCERIN,ORAL,"TABLET, CHEWABLE",56815,PDC6A3C0OX,,,12,mg,
GLYCERIN,ORAL,"TABLET, COATED",56815,PDC6A3C0OX,1,mg,,,
GLYCERIN,ORAL,"TABLET, EXTENDED RELEASE",56815,PDC6A3C0OX,,,7,mg,
GLYCERIN,ORAL,"TABLET, FILM COATED",56815,PDC6A3C0OX,1.55,mg,,,
GLYCERIN,PERIODONTAL,TABLET,56815,PDC6A3C0OX,0.53,mg,,,
GLYCERIN,RECTAL,SUPPOSITORY,56815,PDC6A3C0OX,128,mg,,,
GLYCERIN,RESPIRATORY (INHALATION),SOLUTION,56815,PDC6A3C0OX,5,%w/w,,,
GLYCERIN,SUBCUTANEOUS,INJECTION,56815,PDC6A3C0OX,,,450,mg,
GLYCERIN,SUBCUTANEOUS,"INJECTION, SOLUTION",56815,PDC6A3C0OX,15,%w/v,,,
GLYCERIN,SUBCUTANEOUS,"INJECTION, SUSPENSION",56815,PDC6A3C0OX,1.6,%w/v,,,
GLYCERIN,TOPICAL,AEROSOL,56815,PDC6A3C0OX,3,%w/w,,,
GLYCERIN,TOPICAL,"AEROSOL, FOAM",56815,PDC6A3C0OX,2.11,%w/w,,,
GLYCERIN,TOPICAL,CLOTH,56815,PDC6A3C0OX,0.05,mg/mg,,,
GLYCERIN,TOPICAL,CREAM,56815,PDC6A3C0OX,,,1720,mg,
GLYCERIN,TOPICAL,"CREAM, AUGMENTED",56815,PDC6A3C0OX,,,55,mg,
GLYCERIN,TOPICAL,GEL,56815,PDC6A3C0OX,,,500,mg,
GLYCERIN,TOPICAL,JELLY,56815,PDC6A3C0OX,,NA,,,
GLYCERIN,TOPICAL,LIQUID,56815,PDC6A3C0OX,2.5,%w/w,,,
GLYCERIN,TOPICAL,LOTION,56815,PDC6A3C0OX,,,3990,mg,
GLYCERIN,TOPICAL,OINTMENT,56815,PDC6A3C0OX,,NA,,,
GLYCERIN,TOPICAL,SHAMPOO,56815,PDC6A3C0OX,5,%w/w,,,
GLYCERIN,TOPICAL,SOAP,56815,PDC6A3C0OX,0.76,%w/w,,,
GLYCERIN,TOPICAL,SOLUTION,56815,PDC6A3C0OX,,,1971,mg,
GLYCERIN,TOPICAL,SPONGE,56815,PDC6A3C0OX,2,%w/w,,,
GLYCERIN,TOPICAL,SUSPENSION,56815,PDC6A3C0OX,,,2,mg,
GLYCERIN,TOPICAL,SYSTEM,56815,PDC6A3C0OX,,,18144,mg,
GLYCERIN,TRANSDERMAL,"FILM, EXTENDED RELEASE",56815,PDC6A3C0OX,306.2,mg,,,
GLYCERIN,TRANSDERMAL,GEL,56815,PDC6A3C0OX,,,13,mg,
GLYCERIN,VAGINAL,CREAM,56815,PDC6A3C0OX,5,%w/w,,,
GLYCERIN,VAGINAL,DOUCHE,56815,PDC6A3C0OX,1,%w/w,,,
GLYCERIN,VAGINAL,JELLY,56815,PDC6A3C0OX,,NA,,,
