MainDrug,NDC,Strength,Formulation,Inactive,UNII
betamethasone acetate,0517-0799,3 mg  in 1 mL,"betamethasone sodium phosphate and  injection, suspension",BENZALKONIUM CHLORIDE,F5UM2KM3W7
betamethasone acetate,0517-0799,3 mg  in 1 mL,"betamethasone sodium phosphate and  injection, suspension",WATER,059QF0KO0R
betamethasone sodium phosphate,51754-5060,3 mg  in 1 mL," and betamethasone acetate injection, suspension",Betamethasone Acetate,TI05AO53L7
betamethasone sodium phosphate,51754-5060,3 mg  in 1 mL," and betamethasone acetate injection, suspension","Sodium Phosphate, Dibasic, Dihydrate",94255I6E2T
betamethasone sodium phosphate,51754-5060,3 mg  in 1 mL," and betamethasone acetate injection, suspension","Sodium Phosphate, Monobasic, Dihydrate",5QWK665956
betamethasone sodium phosphate,51754-5060,3 mg  in 1 mL," and betamethasone acetate injection, suspension",Edetate Disodium,7FLD91C86K
betamethasone sodium phosphate,51754-5060,3 mg  in 1 mL," and betamethasone acetate injection, suspension",Benzalkonium Chloride,F5UM2KM3W7
76420-793-,0517-0720,15 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",BETAMETHASONE SODIUM PHOSPHATE,7BK02SCL3W
76420-793-,0517-0720,15 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",BETAMETHASONE ACETATE,TI05AO53L7
76420-793-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension","SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",22ADO53M6F
76420-793-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension","SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",593YOG76RN
76420-793-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",EDETATE DISODIUM,7FLD91C86K
76420-793-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",BENZALKONIUM CHLORIDE,F5UM2KM3W7
76420-793-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",WATER,059QF0KO0R
76420-793-,55150-162,"5 mL in 1 VIAL, MULTI-DOSE; Type 0: Not a Combination Product","lidocaine hydrochloride injection, solution",LIDOCAINE HYDROCHLORIDE,V13007Z41A
76420-793-,55150-162,10 mg  in 1 mL,"lidocaine hydrochloride injection, solution",SODIUM CHLORIDE,451W47IQ8X
76420-793-,55150-162,10 mg  in 1 mL,"lidocaine hydrochloride injection, solution",WATER,059QF0KO0R
76420-793-,55150-162,10 mg  in 1 mL,"lidocaine hydrochloride injection, solution",SODIUM HYDROXIDE,55X04QC32I
76420-793-,55150-162,10 mg  in 1 mL,"lidocaine hydrochloride injection, solution",HYDROCHLORIC ACID,QTT17582CB
76420-793-,0407-1412,"5 mL in 1 VIAL, SINGLE-DOSE; Type 0: Not a Combination Product","iohexol injection, solution",IOHEXOL,4419T9MX03
76420-793-,0407-1412,240 mg  in 1 mL,"iohexol injection, solution",TROMETHAMINE,023C2WHX2V
76420-793-,0407-1412,240 mg  in 1 mL,"iohexol injection, solution",EDETATE CALCIUM DISODIUM,25IH6R4SGF
76420-793-,0407-1412,240 mg  in 1 mL,"iohexol injection, solution",HYDROCHLORIC ACID,QTT17582CB
76420-793-,0407-1412,240 mg  in 1 mL,"iohexol injection, solution",SODIUM HYDROXIDE,55X04QC32I
76420-793-,0407-1412-,"10 mL in 1 VIAL, GLASS; Type 0: Not a Combination Product",povidine iodine swab,POVIDONE-IODINE,85H0HZU99M
76420-793-,0407-1412-,10 mg  in 1 mL,povidine iodine swab,CITRIC ACID ACETATE,DSO12WL7AU
76420-793-,0407-1412-,10 mg  in 1 mL,povidine iodine swab,GLYCERIN,PDC6A3C0OX
76420-793-,0407-1412-,10 mg  in 1 mL,povidine iodine swab,POLYSORBATE 80,6OZP39ZG8H
76420-793-,0407-1412-,10 mg  in 1 mL,povidine iodine swab,SODIUM CITRATE,1Q73Q2JULR
76420-793-,0407-1412-,10 mg  in 1 mL,povidine iodine swab,"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",22ADO53M6F
76420-793-,0407-1412-,10 mg  in 1 mL,povidine iodine swab,WATER,059QF0KO0R
76420-793-,0407-1412-,0.9 mL in 1 PACKET; Type 0: Not a Combination Product,isopropyl alcohol swab,ISOPROPYL ALCOHOL,ND2M416302
70529-051-,0409-4277,4 mL,"lidocaine hydrochloride injection, solution",LIDOCAINE HYDROCHLORIDE,V13007Z41A
70529-051-,0409-4277,20 mg  in 1 mL,"lidocaine hydrochloride injection, solution",SODIUM CHLORIDE,451W47IQ8X
70529-051-,0409-4277,20 mg  in 1 mL,"lidocaine hydrochloride injection, solution",WATER,059QF0KO0R
70529-051-,0409-4277,20 mg  in 1 mL,"lidocaine hydrochloride injection, solution",SODIUM HYDROXIDE,55X04QC32I
70529-051-,0409-4277,20 mg  in 1 mL,"lidocaine hydrochloride injection, solution",HYDROCHLORIC ACID,QTT17582CB
70529-051-,0409-4277,20 mg  in 1 mL,"lidocaine hydrochloride injection, solution",METHYLPARABEN,A2I8C7HI9T
70529-051-,55150-249,"50 mL in 1 VIAL, MULTI-DOSE; Type 0: Not a Combination Product","bupivacaine hydrochloride injection, solution",BUPIVACAINE HYDROCHLORIDE,7TQO7W3VT8
70529-051-,55150-249,2.5 mg  in 1 mL,"bupivacaine hydrochloride injection, solution",METHYLPARABEN,A2I8C7HI9T
70529-051-,55150-249,2.5 mg  in 1 mL,"bupivacaine hydrochloride injection, solution",SODIUM CHLORIDE,451W47IQ8X
70529-051-,55150-249,2.5 mg  in 1 mL,"bupivacaine hydrochloride injection, solution",SODIUM HYDROXIDE,55X04QC32I
70529-051-,55150-249,2.5 mg  in 1 mL,"bupivacaine hydrochloride injection, solution",HYDROCHLORIC ACID,QTT17582CB
70529-051-,55150-249,2.5 mg  in 1 mL,"bupivacaine hydrochloride injection, solution",WATER,059QF0KO0R
70529-051-,0517-0720,"50 mL in 1 VIAL, MULTI-DOSE; Type 0: Not a Combination Product","betamethasone sodium phosphate and betamethasone acetate injection, suspension",BETAMETHASONE ACETATE,TI05AO53L7
70529-051-,0517-0720,"50 mL in 1 VIAL, MULTI-DOSE; Type 0: Not a Combination Product","betamethasone sodium phosphate and betamethasone acetate injection, suspension",BETAMETHASONE SODIUM PHOSPHATE,7BK02SCL3W
70529-051-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension","SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",22ADO53M6F
70529-051-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension","SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",593YOG76RN
70529-051-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",EDETATE DISODIUM,7FLD91C86K
70529-051-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",BENZALKONIUM CHLORIDE,F5UM2KM3W7
70529-051-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",WATER,059QF0KO0R
70529-051-,68599-5804,"5 mL in 1 VIAL, MULTI-DOSE; Type 0: Not a Combination Product",isopropyl alcohol swab,ISOPROPYL ALCOHOL,ND2M416302
70529-051-,68599-5804,0.7 mL  in 1 mL,isopropyl alcohol swab,WATER,059QF0KO0R
76420-785-,0517-0720,15 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",BETAMETHASONE SODIUM PHOSPHATE,7BK02SCL3W
76420-785-,0517-0720,15 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",BETAMETHASONE ACETATE,TI05AO53L7
76420-785-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension","SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",593YOG76RN
76420-785-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",EDETATE DISODIUM,7FLD91C86K
76420-785-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",BENZALKONIUM CHLORIDE,F5UM2KM3W7
76420-785-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",WATER,059QF0KO0R
76420-785-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension","SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",22ADO53M6F
76420-785-,0409-1159,"5 mL in 1 VIAL, MULTI-DOSE; Type 0: Not a Combination Product","bupivacaine hydrochloride injection, solution",BUPIVACAINE HYDROCHLORIDE,7TQO7W3VT8
76420-785-,0409-1159,2.5 mg  in 1 mL,"bupivacaine hydrochloride injection, solution",SODIUM CHLORIDE,451W47IQ8X
76420-785-,0409-1159,2.5 mg  in 1 mL,"bupivacaine hydrochloride injection, solution",SODIUM HYDROXIDE,55X04QC32I
76420-785-,0409-1159,2.5 mg  in 1 mL,"bupivacaine hydrochloride injection, solution",HYDROCHLORIC ACID,QTT17582CB
76420-785-,0409-1159,2.5 mg  in 1 mL,"bupivacaine hydrochloride injection, solution",WATER,059QF0KO0R
76420-785-,67777-419,"10 mL in 1 VIAL, SINGLE-DOSE; Type 0: Not a Combination Product",povidine iodine swab,POVIDONE-IODINE,85H0HZU99M
76420-785-,67777-419,10 mg  in 1 mL,povidine iodine swab,GLYCERIN,PDC6A3C0OX
76420-785-,67777-419,10 mg  in 1 mL,povidine iodine swab,POLYSORBATE 80,6OZP39ZG8H
76420-785-,67777-419,10 mg  in 1 mL,povidine iodine swab,SODIUM CITRATE,1Q73Q2JULR
76420-785-,67777-419,10 mg  in 1 mL,povidine iodine swab,"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",22ADO53M6F
76420-785-,67777-419,10 mg  in 1 mL,povidine iodine swab,CITRIC ACID ACETATE,DSO12WL7AU
76420-785-,67777-419,10 mg  in 1 mL,povidine iodine swab,WATER,059QF0KO0R
76420-785-,67777-419-,0.9 mL in 1 PACKET; Type 0: Not a Combination Product,isopropyl alcohol swab,ISOPROPYL ALCOHOL,ND2M416302
76420-785-,67777-419-,70 mL  in 100 mL,isopropyl alcohol swab,WATER,059QF0KO0R
76420-782-,0517-0720,20 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",BETAMETHASONE SODIUM PHOSPHATE,7BK02SCL3W
76420-782-,0517-0720,20 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",BETAMETHASONE ACETATE,TI05AO53L7
76420-782-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension","SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",22ADO53M6F
76420-782-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension","SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",593YOG76RN
76420-782-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",EDETATE DISODIUM,7FLD91C86K
76420-782-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",BENZALKONIUM CHLORIDE,F5UM2KM3W7
76420-782-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",WATER,059QF0KO0R
76420-782-,55150-162,"5 mL in 1 VIAL, MULTI-DOSE; Type 0: Not a Combination Product","lidocaine hydrochloride injection, solution",LIDOCAINE HYDROCHLORIDE,V13007Z41A
76420-782-,55150-162,10 mg  in 1 mL,"lidocaine hydrochloride injection, solution",SODIUM CHLORIDE,451W47IQ8X
76420-782-,55150-162,10 mg  in 1 mL,"lidocaine hydrochloride injection, solution",WATER,059QF0KO0R
76420-782-,55150-162,10 mg  in 1 mL,"lidocaine hydrochloride injection, solution",SODIUM HYDROXIDE,55X04QC32I
76420-782-,55150-162,10 mg  in 1 mL,"lidocaine hydrochloride injection, solution",HYDROCHLORIC ACID,QTT17582CB
76420-782-,0409-1159,"5 mL in 1 VIAL, SINGLE-DOSE; Type 0: Not a Combination Product","bupivacaine hydrochloride injection, solution",BUPIVACAINE HYDROCHLORIDE,7TQO7W3VT8
76420-782-,0409-1159,2.5 mg  in 1 mL,"bupivacaine hydrochloride injection, solution",SODIUM CHLORIDE,451W47IQ8X
76420-782-,0409-1159,2.5 mg  in 1 mL,"bupivacaine hydrochloride injection, solution",SODIUM HYDROXIDE,55X04QC32I
76420-782-,0409-1159,2.5 mg  in 1 mL,"bupivacaine hydrochloride injection, solution",HYDROCHLORIC ACID,QTT17582CB
76420-782-,0409-1159,2.5 mg  in 1 mL,"bupivacaine hydrochloride injection, solution",WATER,059QF0KO0R
76420-782-,67777-419,"10 mL in 1 VIAL, SINGLE-DOSE; Type 0: Not a Combination Product",povidine iodine swab,POVIDONE-IODINE,85H0HZU99M
76420-782-,67777-419,10 mg  in 1 mL,povidine iodine swab,GLYCERIN,PDC6A3C0OX
76420-782-,67777-419,10 mg  in 1 mL,povidine iodine swab,POLYSORBATE 80,6OZP39ZG8H
76420-782-,67777-419,10 mg  in 1 mL,povidine iodine swab,SODIUM CITRATE,1Q73Q2JULR
76420-782-,67777-419,10 mg  in 1 mL,povidine iodine swab,"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",22ADO53M6F
76420-782-,67777-419,10 mg  in 1 mL,povidine iodine swab,CITRIC ACID ACETATE,DSO12WL7AU
76420-782-,67777-419,10 mg  in 1 mL,povidine iodine swab,WATER,059QF0KO0R
76420-782-,67777-419-,0.9 mL in 1 PACKET; Type 0: Not a Combination Product,isopropyl alcohol swab,ISOPROPYL ALCOHOL,ND2M416302
76420-782-,67777-419-,70 mL  in 100 mL,isopropyl alcohol swab,WATER,059QF0KO0R
69263-822-,0517-0720,5 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",BETAMETHASONE ACETATE,TI05AO53L7
69263-822-,0517-0720,5 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",BETAMETHASONE SODIUM PHOSPHATE,7BK02SCL3W
69263-822-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension","SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",22ADO53M6F
69263-822-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension","SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",593YOG76RN
69263-822-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",EDETATE DISODIUM,7FLD91C86K
69263-822-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",BENZALKONIUM CHLORIDE,F5UM2KM3W7
69263-822-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",WATER,059QF0KO0R
76420-765-,0517-0720,15 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",BETAMETHASONE SODIUM PHOSPHATE,7BK02SCL3W
76420-765-,0517-0720,15 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",BETAMETHASONE ACETATE,TI05AO53L7
76420-765-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension","SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",22ADO53M6F
76420-765-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension","SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",593YOG76RN
76420-765-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",EDETATE DISODIUM,7FLD91C86K
76420-765-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",BENZALKONIUM CHLORIDE,F5UM2KM3W7
76420-765-,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and betamethasone acetate injection, suspension",WATER,059QF0KO0R
76420-765-,55150-162,"5 mL in 1 VIAL, MULTI-DOSE; Type 0: Not a Combination Product","lidocaine hydrochloride injection, solution",LIDOCAINE HYDROCHLORIDE,V13007Z41A
76420-765-,55150-162,10 mg  in 1 mL,"lidocaine hydrochloride injection, solution",SODIUM CHLORIDE,451W47IQ8X
76420-765-,55150-162,10 mg  in 1 mL,"lidocaine hydrochloride injection, solution",WATER,059QF0KO0R
76420-765-,55150-162,10 mg  in 1 mL,"lidocaine hydrochloride injection, solution",SODIUM HYDROXIDE,55X04QC32I
76420-765-,55150-162,10 mg  in 1 mL,"lidocaine hydrochloride injection, solution",HYDROCHLORIC ACID,QTT17582CB
76420-765-,67777-419,"5 mL in 1 VIAL, SINGLE-DOSE; Type 0: Not a Combination Product",povidine iodine swab,POVIDONE-IODINE,85H0HZU99M
76420-765-,67777-419,10 mg  in 1 mL,povidine iodine swab,CITRIC ACID ACETATE,DSO12WL7AU
76420-765-,67777-419,10 mg  in 1 mL,povidine iodine swab,GLYCERIN,PDC6A3C0OX
76420-765-,67777-419,10 mg  in 1 mL,povidine iodine swab,POLYSORBATE 80,6OZP39ZG8H
76420-765-,67777-419,10 mg  in 1 mL,povidine iodine swab,SODIUM CITRATE,1Q73Q2JULR
76420-765-,67777-419,10 mg  in 1 mL,povidine iodine swab,"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",22ADO53M6F
76420-765-,67777-419,10 mg  in 1 mL,povidine iodine swab,WATER,059QF0KO0R
76420-765-,67777-419-,0.9 mL in 1 PACKET; Type 0: Not a Combination Product,isopropyl alcohol swab,ISOPROPYL ALCOHOL,ND2M416302
76420-765-,67777-419-,70 mL  in 100 mL,isopropyl alcohol swab,WATER,059QF0KO0R
betamethasone acetate,0517-0791,3 mg  in 1 mL,"betamethasone sodium phosphate and  injection, suspension",BETAMETHASONE SODIUM PHOSPHATE,7BK02SCL3W
betamethasone acetate,0517-0791,3 mg  in 1 mL,"betamethasone sodium phosphate and  injection, suspension","SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",22ADO53M6F
betamethasone acetate,0517-0791,3 mg  in 1 mL,"betamethasone sodium phosphate and  injection, suspension","SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",593YOG76RN
betamethasone acetate,0517-0791,3 mg  in 1 mL,"betamethasone sodium phosphate and  injection, suspension",EDETATE DISODIUM,7FLD91C86K
betamethasone acetate,0517-0791,3 mg  in 1 mL,"betamethasone sodium phosphate and  injection, suspension",BENZALKONIUM CHLORIDE,F5UM2KM3W7
betamethasone acetate,0517-0791,3 mg  in 1 mL,"betamethasone sodium phosphate and  injection, suspension",WATER,059QF0KO0R
betamethasone acetate,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and  injection, suspension",BETAMETHASONE SODIUM PHOSPHATE,7BK02SCL3W
betamethasone acetate,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and  injection, suspension","SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",22ADO53M6F
betamethasone acetate,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and  injection, suspension","SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",593YOG76RN
betamethasone acetate,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and  injection, suspension",EDETATE DISODIUM,7FLD91C86K
betamethasone acetate,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and  injection, suspension",BENZALKONIUM CHLORIDE,F5UM2KM3W7
betamethasone acetate,0517-0720,3 mg  in 1 mL,"betamethasone sodium phosphate and  injection, suspension",WATER,059QF0KO0R
betamethasone acetate,0517-0799,3 mg  in 1 mL,"betamethasone sodium phosphate and  injection, suspension",BETAMETHASONE SODIUM PHOSPHATE,7BK02SCL3W
betamethasone acetate,0517-0799,3 mg  in 1 mL,"betamethasone sodium phosphate and  injection, suspension","SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",22ADO53M6F
betamethasone acetate,0517-0799,3 mg  in 1 mL,"betamethasone sodium phosphate and  injection, suspension","SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",593YOG76RN
betamethasone acetate,0517-0799,3 mg  in 1 mL,"betamethasone sodium phosphate and  injection, suspension",EDETATE DISODIUM,7FLD91C86K
betamethasone acetate,0517-0799,3 mg  in 1 mL,"betamethasone sodium phosphate and  injection, suspension",BENZALKONIUM CHLORIDE,F5UM2KM3W7
betamethasone acetate,0517-0799,3 mg  in 1 mL,"betamethasone sodium phosphate and  injection, suspension",WATER,059QF0KO0R
betamethasone sodium phosphate,51754-5060,3 mg  in 1 mL," and betamethasone acetate injection, suspension",Betamethasone Acetate,TI05AO53L7
betamethasone sodium phosphate,51754-5060,3 mg  in 1 mL," and betamethasone acetate injection, suspension","Sodium Phosphate, Dibasic, Dihydrate",94255I6E2T
