 Name , Year ,SMILES,MW,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,TPSA,XLOGP3
 DIFLORASONE DIACETATE ,1977,C[C@@H](C[C@@H]([C@H](C[C@@H](C([C@]1(C)C=C2)=CC2=O)F)[C@@]11F)[C@]2(C)C[C@@H]1O)[C@@]2(C(COC(C)=O)=O)OC(C)=O,494.52,0.69,6,9,1,106.97,2.44
 DINOPROSTONE ,1977,CCCCC[C@H](/C=C/[C@@H]([C@H](C/C=C\CCCC([O-])=O)C(C1)=O)[C@H]1O)O,351.46,0.7,12,5,2,97.66,2.82
 DISOPYRAMIDE ,1977,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ncccc1)C(C)C,339.47,0.43,8,3,1,59.22,2.58
 ESTROPIPATE ,1977,C[C@](CC1)([C@@H](CC2)[C@H](CC3)[C@H]1c(cc1)c3cc1OS(O)(=O)=O)C2=O,350.43,0.61,2,5,1,89.05,2.54
 ETIDRONATE ,1977,CC(O)(P([O-])([O-])=O)P([O-])([O-])=O,202,1,2,7,1,166.23,-3.67
 GENTIAN VIOLET ,1977,CN(C)c(cc1)ccc1C(c(cc1)ccc1N(C)C)=C(C=C1)C=CC1=[N+](C)C,372.53,0.24,4,0,0,9.49,-0.06
 LORAZEPAM ,1977,OC1N=C(c(cccc2)c2Cl)c(cc(cc2)Cl)c2NC1=O,321.16,0.07,1,3,2,61.69,2.39
 PHENYLBUTAZONE ,1977,CCCCC(C(N(c1ccccc1)N1c2ccccc2)=O)C1=O,308.37,0.26,5,2,0,40.62,3.16
 PROBUCOL ,1977,CC(C)(C)c1cc(SC(C)(C)Sc(cc2C(C)(C)C)cc(C(C)(C)C)c2O)cc(C(C)(C)C)c1O,516.84,0.61,8,2,2,91.06,11.33
 TAMOXIFEN ,1977,CC/C(/c1ccccc1)=C(\c1ccccc1)/c(cc1)ccc1OCCN(C)C,371.51,0.23,8,2,0,12.47,7.14
 TRIPROLIDINE ,1977,Cc(cc1)ccc1/C(/c1ncccc1)=C\CN1CCCC1,278.39,0.32,4,2,0,16.13,3.92
 BROMOCRIPTINE ,1978,CC(C)C[C@@H](C(N(CCC1)[C@@H]1[C@]1(O)O[C@@]2(C(C)C)NC([C@@H](CN(C)[C@@H]3C4)C=C3c3cccc([nH]5)c3c4c5Br)=O)=O)N1C2=O,654.59,0.59,6,6,3,118.21,4.78
 BUTORPHANOL ,1978,O[C@@](CCCC1)([C@H](C2)N(CC3CCC3)CC3)[C@@]13c1c2ccc(O)c1,327.46,0.71,2,3,2,43.7,3.77
 CALCITRIOL ,1978,C[C@@H](CCCC(C)(C)O)[C@H](CC1)[C@](C)(CCC2)[C@H]1/C2=C/C=C(/C[C@@H](C[C@H]1O)O)\C1=C,416.64,0.78,6,3,3,60.69,-0.07
 CEFADROXIL ,1978,CC(CS[C@H]1[C@H]2NC([C@H](c(cc3)ccc3O)N)=O)=C(C([O-])=O)N1C2=O,362.38,0.31,5,6,3,161.09,-2.06
 CEFAMANDOLE NAFATE ,1978,Cn1nnnc1SCC(CS[C@H]1[C@H]2NC([C@H](c3ccccc3)OC=O)=O)=C(C([O-])=O)N1C2=O,489.5,0.32,10,9,1,210.04,1.09
 CEFOXITIN ,1978,CO[C@@]([C@@H]1SCC(COC(N)=O)=C(C([O-])=O)N11)(C1=O)NC(Cc1cccs1)=O,426.44,0.38,9,7,2,204.63,-0.02
 DESMOPRESSIN ,1978,NC(CC[C@@H](C(N[C@@H](CC(N)=O)C(N[C@@H](CSSCCC(N[C@@H](Cc(cc1)ccc1O)C(N[C@H]1Cc2ccccc2)=O)=O)C(N(CCC2)[C@@H]2C(N[C@H](CCCN=C(N)N)C(NCC(N)=O)=O)=O)=O)=O)=O)NC1=O)=O,1069.22,0.48,22,13,13,488.51,-4.02
 DIFENOXIN ,1978,N#CC(CCN(CC1)CCC1(C([O-])=O)c1ccccc1)(c1ccccc1)c1ccccc1,423.53,0.29,7,4,0,67.16,2.71
 DIGITOXIN ,1978,C[C@H]([C@H]([C@H](C1)O)O)O[C@H]1O[C@H]([C@@H](C)O[C@H](C1)O[C@H]([C@@H](C)O[C@H](C2)O[C@@H](CC3)C[C@@H](CC4)[C@@]3(C)[C@@H](CC[C@]3(C)[C@H](CC5)C(CO6)=CC6=O)[C@@H]4[C@]35O)[C@H]2O)[C@H]1O,764.94,0.93,7,13,5,182.83,1.85
 DOBUTAMINE ,1978,CC(CCc(cc1)ccc1O)NCCc(cc1)cc(O)c1O,301.38,0.33,7,4,4,72.72,3.43
 FLUPREDNISOLONE ,1978,C[C@](C[C@@H]1O)([C@@H](CC2)[C@H](C[C@@H]3F)[C@H]1[C@@](C)(C=C1)C3=CC1=O)[C@]2(C(CO)=O)O,378.43,0.71,2,6,3,94.83,1.51
 HYDROCORTISONE VALERATE ,1978,CCCCC(O[C@@](CC1)([C@](C)(C[C@H]2O)[C@H]1[C@@H](CC1)[C@@H]2[C@](C)(CC2)C1=CC2=O)C(CO)=O)=O,446.58,0.81,7,6,2,100.9,3.79
 ISOETHARINE ,1978,CC[C@@H]([C@@H](c(cc1)cc(O)c1O)O)NC(C)C,239.31,0.54,5,4,4,72.72,1.69
 MEPREDNISONE ,1978,C[C@@H](C[C@@H]([C@H](CC1)[C@H]2[C@@](C)(C=C3)C1=CC3=O)[C@]1(C)CC2=O)[C@@]1(C(CO)=O)O,372.45,0.68,2,5,2,91.67,1.9
 METOPROLOL ,1978,CC(C)NCC(COc1ccc(CCOC)cc1)O,267.36,0.6,9,4,2,50.72,1.88
 NATAMYCIN ,1978,C[C@H]([C@H]([C@@H]([C@@H]1O)N)O)O[C@H]1O[C@H](C[C@@H]([C@@H]([C@H](C1)O)C([O-])=O)O[C@@]1(C[C@H](C[C@H]1O[C@@H]1/C=C1)O)O)/C=C/C=C/C=C/C=C/C[C@@H](C)OC1=O,664.72,0.64,3,14,6,233.82,-1.35
 SULINDAC ,1978,CC1=C(CC([O-])=O)c(cc(cc2)F)c2/C1=C\c(cc1)ccc1S(C)=O,355.4,0.15,4,4,0,76.41,3.42
 TESTOSTERONE CYPIONATE ,1978,C[C@@](CC1)([C@H](CC2)[C@@H](CC3)[C@@H]1[C@](C)(CC1)C3=CC1=O)[C@@H]2OC(CCC1CCCC1)=O,412.6,0.85,5,3,0,43.37,6.38
 TIMOLOL ,1978,CC(C)(C)NCC(COc1nsnc1N1CCOCC1)O,316.42,0.85,7,6,2,107.98,1.83
 VALPROIC ACID ,1978,CCCC(CCC)C([O-])=O,143.2,0.88,5,2,0,40.13,2.75
 AMCINONIDE ,1979,C[C@@]1(C[C@@H]2O)[C@]3(C(COC(C)=O)=O)OC4(CCCC4)O[C@@H]3C[C@H]1[C@H](CCC([C@]1(C)C=C3)=CC3=O)[C@@]12F,502.57,0.75,4,8,1,99.13,3.57
 CARBOPROST ,1979,CCCCC[C@@](C)(/C=C/[C@@H]([C@H](C/C=C\CCCC([O-])=O)[C@@H](C1)O)[C@H]1O)O,367.5,0.76,12,5,3,100.82,2.91
 CEFACLOR ,1979,N[C@H](C(N[C@H]([C@@H]1SCC(Cl)=C(C([O-])=O)N11)C1=O)=O)c1ccccc1,366.8,0.27,5,5,2,140.86,-1.79
 CYCLACILLIN ,1979,CC(C)([C@H]1C([O-])=O)S[C@@H]([C@H]2NC(C3(CCCCC3)N)=O)N1C2=O,340.42,0.8,4,5,2,140.86,1.31
 DAPSONE ,1979,Nc(cc1)ccc1S(c(cc1)ccc1N)(=O)=O,248.3,0,2,2,2,94.56,0.97
 DAUNORUBICIN ,1979,C[C@H]([C@@H]([C@@H](C1)N)O)O[C@@H]1O[C@H](C[C@](C1)(C(C)=O)O)c(c(O)c2C(c(c3ccc4)c4OC)=O)c1c(O)c2C3=O,527.52,0.44,4,11,5,185.84,1.83
 ESTRADIOL CYPIONATE ,1979,C[C@](CC1)([C@@H](CC2)[C@H](CC3)[C@H]1c(cc1)c3cc1O)[C@H]2OC(CCC1CCCC1)=O,396.56,0.73,5,3,1,46.53,7.07
 ISOFLURANE ,1979,FC(OC(C(F)(F)F)Cl)F,184.49,1,3,6,0,9.23,2.06
 LEVONORGESTREL ,1979,CC[C@](CC1)([C@@H](CC2)[C@H](CC3)[C@H]1[C@@H](CC1)C3=CC1=O)[C@@]2(C#C)O,183.2,0.33,2,4,4,86.71,-0.83
 METOCLOPRAMIDE ,1979,CCN(CC)CCNC(c(c(OC)c1)cc(Cl)c1N)=O,299.8,0.5,8,3,2,67.59,2.62
 METYROSINE ,1979,CC(Cc(cc1)ccc1O)(C([O-])=O)N,194.21,0.3,3,4,2,86.38,-1.89
 MINOXIDIL ,1979,NC(N1O)=CC(N2CCCCC2)=NC1=N,209.25,0.56,1,3,3,91.16,-0.56
 NADOLOL ,1979,CC(C)(C)NC[C@@H](COc1c(C[C@@H]([C@@H](C2)O)O)c2ccc1)O,309.4,0.65,6,5,4,81.95,0.71
 NALBUPHINE ,1979,O[C@H](CC[C@]([C@H](C1)N(CC2CCC2)CC2)([C@]22c3c1cc1)O)[C@H]2Oc3c1O,357.44,0.71,2,5,3,73.16,2.07
 PRAZEPAM ,1979,O=C1N(CC2CC2)c(ccc(Cl)c2)c2C(c2ccccc2)=NC1,324.8,0.26,3,2,0,32.67,3.73
 SCOPOLAMINE ,1979,CN1[C@@H](C2)[C@@H]3O[C@@H]3[C@H]1C[C@H]2OC(C(CO)c1ccccc1)=O,303.35,0.59,5,5,1,62.3,0.98
 TETRAHYDROZOLINE ,1979,C1NC(C(CCC2)c3c2cccc3)=NC1,200.28,0.46,1,1,1,24.39,1.79
 TRIMIPRAMINE ,1979,CC(CN(C)C)CN(c1c(CC2)cccc1)c1c2cccc1,294.43,0.4,4,1,0,6.48,5.8
 AMINOGLUTETHIMIDE ,1980,CCC(CCC(N1)=O)(c(cc2)ccc2N)C1=O,232.28,0.38,2,2,2,72.19,1.22
 AMOXAPINE ,1980,Clc(cc1)cc2c1Oc(cccc1)c1N=C2N1CCNCC1,313.78,0.24,1,3,1,36.86,2.75
 BACAMPICILLIN ,1980,CCOC(O[C@@H](C)OC([C@H](C(C)(C)S[C@H]1[C@H]2NC([C@H](c3ccccc3)N)=O)N1C2=O)=O)=O,465.52,0.52,11,8,2,162.56,2.67
 CALCIFEDIOL ,1980,C[C@@H](CCCC(C)(C)O)[C@H](CC1)[C@](C)(CCC2)[C@H]1/C2=C/C=C(/C[C@@H](CC1)O)\C1=C,400.64,0.78,6,2,2,40.46,-0.07
 CINOXACIN ,1980,CCN(c1c2cc3OCOc3c1)N=C(C([O-])=O)C2=O,357.41,0.27,7,4,1,12.03,6.14
 DIPIVEFRIN ,1980,CC(C)(C)C(Oc(ccc(C(CNC)O)c1)c1OC(C(C)(C)C)=O)=O,351.44,0.58,9,6,2,84.86,2.95
 MAPROTILINE ,1980,CNCCC[C@](CC[C@@H]12)(c3c2cccc3)c2c1cccc2,277.4,0.4,4,1,1,12.03,4.58
 MECLOFENAMATE ,1980,Cc(c(Cl)c1Nc(cccc2)c2C([O-])=O)ccc1Cl,295.14,0.07,3,2,1,52.16,5.16
 OXAMNIQUINE ,1980,CC(C)NCC1Nc2cc([N+]([O-])=O)c(CO)cc2CC1,279.33,0.57,5,4,3,90.11,2.24
 OXYTOCIN ,1980,CC[C@H](C)[C@@H](C(N[C@@H](CCC(N)=O)C(N[C@@H](CC(N)=O)C(N[C@@H](CSSC[C@@H](C(N[C@H]1Cc(cc2)ccc2O)=O)N)C(N(CCC2)[C@@H]2C(N[C@@H](CC(C)C)C(NCC(N)=O)=O)=O)=O)=O)=O)=O)NC1=O,1007.19,0.6,20,13,12,450.13,-2.57
 RITODRINE ,1980,C[C@@H]([C@@H](c(cc1)ccc1O)O)NCCc(cc1)ccc1O,287.35,0.29,6,4,4,72.72,2.32
 TRIFLURIDINE ,1980,OC[C@@H]([C@@H](C1)O)O[C@@H]1N(C=C(C(F)(F)F)C(N1)=O)C1=O,296.2,0.6,3,8,3,104.55,-0.46
 ALBUTEROL ,1981,CC(C)(C)NCC(c(cc1)cc(CO)c1O)O,239.31,0.54,5,4,4,72.72,0.31
 ALPRAZOLAM ,1981,Cc1nnc2n1-c(ccc(Cl)c1)c1C(c1ccccc1)=NC2,308.76,0.12,1,3,0,43.07,2.12
 ALPROSTADIL ,1981,CCCCC[C@H](/C=C/[C@@H]([C@H](CCCCCCC([O-])=O)C(C1)=O)[C@H]1O)O,353.47,0.8,13,5,2,97.66,3.2
 AMIKACIN ,1981,NCC[C@@H](C(N[C@H](C[C@@H]([C@H]([C@@H]1O)O[C@H]([C@@H]([C@H]2O)O)O[C@H](CN)[C@H]2O)N)[C@@H]1O[C@H]([C@@H]([C@H]1N)O)O[C@H](CO)[C@H]1O)=O)O,585.6,0.95,11,17,13,331.94,-7.89
 AMILORIDE ,1981,NC(NC(c(nc1Cl)c(N)nc1N)=O)=[NH2+],230.63,0,3,3,5,158.53,-0.49
 ATENOLOL ,1981,CC(C)NCC(COc1ccc(CC(N)=O)cc1)O,266.34,0.5,8,4,3,84.58,0.16
 BETHANIDINE ,1981,CNC(NC)=NCc1ccccc1,177.25,0.3,4,1,2,36.42,1.14
 BUPRENORPHINE ,1981,CC(C)(C)[C@](C)([C@@H](C[C@](CC1)([C@@H](C2)N(CC3CC3)CC3)[C@@]33c4c2ccc(O)c4O[C@@H]32)[C@@]12OC)O,467.64,0.79,5,5,2,62.16,4.68
 CAPTOPRIL ,1981,C[C@H](CS)C(N(CCC1)[C@@H]1C([O-])=O)=O,216.28,0.78,4,3,0,99.24,0.34
 CEFOTAXIME ,1981,CC(OCC(CS[C@H]1[C@H]2NC(/C(/c3csc(N)n3)=N\OC)=O)=C(C([O-])=O)N1C2=O)=O,454.46,0.38,9,9,2,229.88,-1.36
 ESTRAMUSTINE PHOSPHATE ,1981,C[C@](CC1)([C@@H](CC2)[C@H](CC3)[C@H]1c(cc1)c3cc1OC(N(CCCl)CCCl)=O)[C@H]2OP([O-])([O-])=O,518.37,0.7,9,6,0,111.77,2.91
 FLUNISOLIDE ,1981,CC(C)(O[C@@H]1C[C@@H]([C@H](C[C@@H]2F)[C@H]3[C@@](C)(C=C4)C2=CC4=O)[C@]2(C)C[C@@H]3O)O[C@@]12C(CO)=O,434.5,0.75,2,7,2,93.06,2.51
 GEMFIBROZIL ,1981,CC(C)(CCCOc1c(C)ccc(C)c1)C([O-])=O,249.33,0.53,6,3,0,49.36,3.76
 GLUTATHIONE DISULFIDE ,1981,N[C@@H](CCC(N[C@@H](CSSC[C@@H](C(NCC([O-])=O)=O)NC(CC[C@@H](C([O-])=O)N)=O)C(NCC([O-])=O)=O)=O)C([O-])=O,608.6,0.6,25,14,6,379.56,-9.11
 HALAZEPAM ,1981,O=C1N(CC(F)(F)F)c(ccc(Cl)c2)c2C(c2ccccc2)=NC1,352.74,0.18,3,5,0,32.67,3.97
 KETOCONAZOLE ,1981,CC(N(CC1)CCN1c(cc1)ccc1OC[C@@H]1O[C@@](Cn2cncc2)(c(ccc(Cl)c2)c2Cl)OC1)=O,531.43,0.38,8,5,0,69.06,4.34
 METHDILAZINE ,1981,CN1CC(CN2c(cccc3)c3Sc3c2cccc3)CC1,296.43,0.33,2,1,0,31.78,5.23
 MEZLOCILLIN ,1981,CC(C)([C@H]1C([O-])=O)S[C@@H]([C@H]2NC([C@H](c3ccccc3)NC(N(CCN3S(C)(=O)=O)C3=O)=O)=O)N1C2=O,538.57,0.48,9,8,2,210.01,-0.18
 MITOMYCIN ,1981,CC(C(C(N(C[C@@H]1N[C@H]11)[C@]1([C@@H]1COC(N)=O)OC)=C1C1=O)=O)=C1N,334.33,0.53,4,6,3,146.89,-0.4
 NIFEDIPINE ,1981,CC(NC(C)=C(C1c(cccc2)c2[N+]([O-])=O)C(OC)=O)=C1C(OC)=O,346.33,0.29,6,6,1,110.45,2.2
 NITROGLYCERIN ,1981,[O-][N+](OCC(CO[N+]([O-])=O)O[N+]([O-])=O)=O,227.09,1,8,9,0,165.15,1.62
 OXTRIPHYLLINE ,1981,CN(c1c(C(N2C)=O)[n-]cn1)C2=O,179.16,0.29,0,4,0,69.78,-0.02
 PIPERACILLIN ,1981,CCN(CCN(C(N[C@H](C(N[C@H]([C@@H]1SC(C)(C)[C@@H](C([O-])=O)N11)C1=O)=O)c1ccccc1)=O)C1=O)C1=O,516.55,0.48,9,7,2,184.56,0.5
 SULFADOXINE ,1981,COc(c(NS(c(cc1)ccc1N)(=O)=O)ncn1)c1OC,310.33,0.17,5,6,2,124.81,0.7
 TEMAZEPAM ,1981,CN(c(ccc(Cl)c1)c1C(c1ccccc1)=NC1O)C1=O,300.74,0.12,1,3,1,52.9,2.19
 TRAZODONE ,1981,O=C1N(C=CC=C2)C2=NN1CCCN(CC1)CCN1c1cccc(Cl)c1,371.86,0.37,5,3,0,45.78,2.84
 VERAPAMIL ,1981,CC(C)C(CCCN(C)CCc(cc1)cc(OC)c1OC)(c(cc1)cc(OC)c1OC)C#N,454.6,0.52,13,6,0,63.95,3.79
 ACYCLOVIR ,1982,NC(NC1=O)=Nc2c1ncn2COCCO,225.2,0.38,4,5,3,119.05,-1.56
 ALCLOMETASONE DIPROPIONATE ,1982,CCC(OCC([C@@]([C@H](C)C1)([C@@](C)(C[C@@H]2O)[C@@H]1[C@H]([C@@H](C1)Cl)[C@H]2[C@@](C)(C=C2)C1=CC2=O)OC(CC)=O)=O)=O,521.04,0.71,8,7,1,106.97,3.23
 AZLOCILLIN ,1982,CC(C)([C@H]1C([O-])=O)S[C@@H]([C@H]2NC([C@H](c3ccccc3)NC(N(CCN3)C3=O)=O)=O)N1C2=O,460.48,0.45,8,6,3,176.28,0.07
 CEFOPERAZONE ,1982,CCN(CCN(C(N[C@H](C(N[C@H]([C@@H]1SCC(CSc2nnnn2C)=C(C([O-])=O)N11)C1=O)=O)c(cc1)ccc1O)=O)C1=O)C1=O,644.66,0.4,12,11,3,273.69,-0.74
 CICLOPIROX ,1982,CC(C=C(C1CCCCC1)N1O)=CC1=O,540.69,0.78,6,7,1,99.13,5.28
 CROMOLYN ,1982,[O-]C(C(Oc1cccc(OCC(COc2cccc(OC(C([O-])=O)=C3)c2C3=O)O)c11)=CC1=O)=O,466.35,0.13,8,11,1,179.37,1.92
 DIFLUNISAL ,1982,[O-]C(c(cc(cc1)-c(ccc(F)c2)c2F)c1O)=O,249.19,0,2,5,1,60.36,4.44
 DILTIAZEM ,1982,CC(O[C@@H]([C@@H](c(cc1)ccc1OC)Sc(cccc1)c1N1CCN(C)C)C1=O)=O,414.52,0.36,7,5,0,84.38,2.7
 ECONAZOLE ,1982,Clc1ccc(COC(Cn2cncc2)c(ccc(Cl)c2)c2Cl)cc1,381.68,0.17,6,2,0,27.05,5.3
 ETOMIDATE ,1982,CCOC(c1cncn1C(C)c1ccccc1)=O,244.29,0.29,5,3,0,44.12,3.05
 GUANABENZ ,1982,NC(N/N=C\c(c(Cl)ccc1)c1Cl)=[NH2+],232.09,0,3,1,3,76,1.95
 GUANADREL ,1982,NC(N)=NCC1OC2(CCCCC2)OC1,213.28,0.9,2,3,2,82.86,-0.05
 HYDROCORTISONE BUTYRATE ,1982,CCCC(O[C@@](CC1)([C@](C)(C[C@H]2O)[C@H]1[C@@H](CC1)[C@@H]2[C@](C)(CC2)C1=CC2=O)C(CO)=O)=O,432.55,0.8,6,6,2,100.9,3.18
 ISOTRETINOIN ,1982,CC1(C)C(/C=C/C(/C)=C/C=C/C(/C)=C\C([O-])=O)=C(C)CCC1,299.43,0.45,5,2,0,40.13,-0.4
 PINDOLOL ,1982,CC(C)NCC(COc1c(cc[nH]2)c2ccc1)O,248.32,0.43,6,3,3,57.28,1.75
 PIROXICAM ,1982,CN(/C(/C(c1c2cccc1)=O)=C(\Nc1ncccc1)/O)S2(=O)=O,331.35,0.07,2,5,2,107.98,2.14
 PRAZIQUANTEL ,1982,O=C(C1CCCCC1)N(CC1N2CCc3c1cccc3)CC2=O,312.41,0.58,2,2,0,40.62,2.67
 STREPTOZOCIN ,1982,CN(C(N[C@H]([C@H]1O)[C@@H](O)O[C@H](CO)[C@H]1O)=O)N=O,265.22,0.88,5,8,5,151.92,-0.89
 TRIAZOLAM ,1982,Cc1nnc2n1-c(ccc(Cl)c1)c1C(c(cccc1)c1Cl)=NC2,343.21,0.12,1,3,0,43.07,2.42
 ACETOHYDROXAMIC ACID ,1983,CC(NO)=O,75.07,0.5,1,2,2,49.33,-1.59
 BUMETANIDE ,1983,CCCCNc1cc(C([O-])=O)cc(S(N)(=O)=O)c1Oc1ccccc1,363.41,0.24,8,6,2,129.93,4.54
 CEFTIZOXIME ,1983,CO/N=C(\C(N[C@H]([C@@H]1SCC=C(C([O-])=O)N11)C1=O)=O)/c1csc(N)n1,382.39,0.31,6,7,2,203.58,0.05
 CEFUROXIME ,1983,CO/N=C(\C(N[C@H]([C@@H]1SCC(COC(N)=O)=C(C([O-])=O)N11)C1=O)=O)/c1ccco1,423.38,0.31,9,9,2,201.89,-0.16
 CHENODIOL ,1983,C[C@H](CCC([O-])=O)[C@@H](CC1)[C@@](C)(CC[C@@H]2[C@@](C)(CC[C@H](C3)O)[C@@H]3C3)[C@@H]1[C@@H]2[C@@H]3O,199.31,1,0,2,0,37.77,1.47
 CISATRACURIUM ,1983,C[N@+](CCC(OCCCCCOC(CC[N@@+](C)(CC1)[C@H](Cc(cc2)cc(OC)c2OC)c(cc2OC)c1cc2OC)=O)=O)(CC1)[C@H](Cc(cc2)cc(OC)c2OC)c(cc2OC)c1cc2OC,465.95,0.43,10,6,2,86.05,3.4
 CYCLOSPORINE ,1983,CC[C@@H](C(N(C)CC(N(C)[C@@H](CC(C)C)C(N[C@@H](C(C)C)C(N(C)[C@@H](CC(C)C)C(N[C@@H](C)C(N[C@H](C)C(N(C)[C@@H](CC(C)C)C(N(C)[C@@H](CC(C)C)C(N(C)[C@@H](C(C)C)C(N(C)[C@H]1[C@@H]([C@H](C)C/C=C/C)O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)NC1=O,1202.61,0.79,15,12,5,278.8,2.92
 ETOPOSIDE ,1983,C[C@@H](OC[C@@H]1O[C@@H]([C@H]2O)O[C@H]([C@H](CO3)[C@H]([C@H]4c(cc5OC)cc(OC)c5O)C3=O)c3c4cc4OCOc4c3)O[C@@H]1[C@H]2O,588.56,0.55,5,13,3,160.83,0.6
 INDAPAMIDE ,1983,CC(Cc1c2cccc1)N2NC(c(cc1)cc(S(N)(=O)=O)c1Cl)=O,365.83,0.19,4,4,2,100.88,2.87
 NETILMICIN ,1983,CCN[C@H](C[C@@H]([C@H]([C@@H]1O)O[C@H]2OC(CN)=CC[C@H]2N)N)[C@@H]1O[C@H]([C@@H]([C@H]1NC)O)OC[C@]1(C)O,475.58,0.9,8,12,8,199.73,-4.19
 RANITIDINE ,1983,CN/C(/NCCSCc1ccc(CN(C)C)o1)=C\[N+]([O-])=O,314.4,0.54,10,4,2,111.56,0.27
 TIOCONAZOLE ,1983,Clc1c(COC(Cn2cncc2)c(ccc(Cl)c2)c2Cl)ccs1,387.71,0.19,6,2,0,55.29,5.31
 ACEBUTOLOL ,1984,CCCC(Nc(cc1)cc(C(C)=O)c1OCC(CNC(C)C)O)=O,336.43,0.56,11,5,3,87.66,1.71
 BENZOYL PEROXIDE ,1984,O=C(c1ccccc1)OOC(c1ccccc1)=O,242.23,0,5,4,0,52.6,3.46
 BITOLTEROL ,1984,CC(C)(C)NCC(c(cc1)cc(OC(c2ccc(C)cc2)=O)c1OC(c1ccc(C)cc1)=O)O,461.55,0.29,10,6,2,84.86,5.18
 CEFORANIDE ,1984,NCc1c(CC(N[C@H]([C@@H]2SCC(CSc3nnnn3CC([O-])=O)=C(C([O-])=O)N22)C2=O)=O)cccc1,517.54,0.35,11,10,2,249.89,-3.22
 CEFTRIAXONE ,1984,CN(C(SCC(CS[C@H]1[C@H]2NC(/C(/c3csc(N)n3)=N\OC)=O)=C(C([O-])=O)N1C2=O)=NC1=O)NC1=O,553.57,0.33,9,10,3,296.63,-1.27
 CLAVULANATE ,1984,[O-]C([C@@H](/C(/O[C@@H]1C2)=C/CO)N1C2=O)=O,402.52,0.79,5,5,1,80.67,3.86
 GLIPIZIDE ,1984,Cc(nc1)cnc1C(NCCc(cc1)ccc1S(NC(NC1CCCCC1)=O)(=O)=O)=O,445.54,0.43,10,6,3,138.53,1.91
 GLYBURIDE ,1984,COc(ccc(Cl)c1)c1C(NCCc(cc1)ccc1S(NC(NC1CCCCC1)=O)(=O)=O)=O,494,0.39,11,5,3,121.98,4.81
 HYDROMORPHONE ,1984,CN(CC1)[C@H](Cc2ccc3O)[C@H](CC4)[C@@]11c2c3O[C@H]1C4=O,285.34,0.59,0,4,1,49.77,1.84
 INAMRINONE ,1984,NC1=CC(c2ccncc2)=CNC1=O,187.2,0,1,2,2,71.77,-0.16
 LABETALOL ,1984,C[C@H](CCc1ccccc1)NC[C@@H](c(cc1)cc(C(N)=O)c1O)O,328.41,0.32,8,4,4,95.58,3.09
 MORPHINE ,1984,CN(CC[C@]12c3c(C4)ccc(O)c3O[C@H]22)[C@H]4[C@@H]1C=C[C@@H]2O,285.34,0.53,0,4,2,52.93,0.76
 NALTREXONE ,1984,O[C@@](CC1)([C@H](Cc2ccc3O)N(CC4CC4)CC4)[C@]44c2c3O[C@@H]4C1=O,341.4,0.65,2,5,2,70,1.58
 NICOTINE ,1984,CN(CCC1)C1c1cccnc1,162.23,0.5,1,2,0,16.13,1.17
 PENTAMIDINE ,1984,NC(c(cc1)ccc1OCCCCCOc(cc1)ccc1C(N)=[NH2+])=[NH2+],342.44,0.26,10,2,4,121.68,2.56
 PENTOXIFYLLINE ,1984,CC(CCCCN(C(c1c(N2C)ncn1C)=O)C2=O)=O,278.31,0.54,5,4,0,78.89,0.29
 PIMOZIDE ,1984,O=C1N(C2CCN(CCCC(c(cc3)ccc3F)c(cc3)ccc3F)CC2)c(cccc2)c2N1,461.55,0.32,7,4,1,41.03,6.3
 SUFENTANIL ,1984,CCC(N(C1(COC)CCN(CCc2cccs2)CC1)c1ccccc1)=O,386.55,0.5,9,3,0,61.02,3.95
 TOCAINIDE ,1984,CC(C(Nc1c(C)cccc1C)=O)N,192.26,0.36,3,2,2,55.12,0.76
 TRILOSTANE ,1984,C[C@@](CC1)([C@H](CC2)[C@@H](CC3)[C@@H]1[C@](C)(C1)[C@]33O[C@H]3C(O)=C1C#N)[C@@H]2O,329.43,0.85,0,4,2,76.78,2.92
 VECURONIUM ,1984,C[C@](CC1)([C@@H](C[C@@H]2[N+]3(C)CCCCC3)[C@H](CC3)[C@H]1[C@@](C)(C[C@@H]1N4CCCCC4)[C@@H]3C[C@@H]1OC(C)=O)[C@H]2OC(C)=O,557.83,0.94,6,5,0,55.84,6.53
 AMIODARONE ,1985,CCCCc1c(C(c(cc2I)cc(I)c2OCCN(CC)CC)=O)c(cccc2)c2o1,645.31,0.4,11,4,0,42.68,7.57
 BETAXOLOL ,1985,CC(C)NCC(COc1ccc(CCOCC2CC2)cc1)O,307.43,0.67,11,4,2,50.72,2.81
 BUPROPION ,1985,CC(C(c1cccc(Cl)c1)=O)NC(C)(C)C,239.74,0.46,4,2,1,29.1,3.22
 CEFOTETAN ,1985,Cn1nnnc1SCC(CS[C@H]1[C@]2(NC([C@@H](S3)S/C3=C(\C(N)=O)/C([O-])=O)=O)OC)=C(C([O-])=O)N1C2=O,573.6,0.41,10,11,2,326.79,0.09
 CEFTAZIDIME ,1985,CC(C)(C([O-])=O)O/N=C(\C(N[C@H]([C@@H]1SCC(C[n+]2ccccc2)=C(C([O-])=O)N11)C1=O)=O)/c1csc(N)n1,545.57,0.32,10,9,2,247.59,-2.25
