id	compound_id	pk_adm_other_routes	pk_age_group	pk_analyte_cid	pk_analyte_mw	pk_analyte_pt	pk_analyte_query	pk_analyte_smiles	pk_analyte_tissue	pk_analyte_unii	pk_application_cid	pk_application_mw	pk_application_pt	pk_application_query	pk_application_smiles	pk_application_unii	pk_auc_hours	pk_auc_other_units	pk_auc_type	pk_auc_units	pk_auc_value	pk_cmax_other_units	pk_cmax_units	pk_cmax_value	pk_dose_other_types	pk_dose_other_units	pk_dose_type	pk_dose_units	pk_dose_value	pk_exp_other_types	pk_experiment_type	pk_food_status	pk_frequency_other_period	pk_frequency_period	pk_frequency_times	pk_funbound_comment	pk_funbound_value	pk_health_status	pk_routes	pk_sex	pk_source_type	pk_source_uri	pk_species	pk_thalf_other_units	pk_thalf_units	pk_thalf_value	pk_application_comment	pk_population_comment	pk_application_combo_comment	pk_population_size	pk_annotated_form	pk_analyte_other_tissue	pkappcombo
3608	1787		ADULT	125564	367.5028	BLONANSERIN	Blonanserin	CCN1CCN(CC1)C2=NC3=C(CCCCCC3)C(=C2)C4=CC=C(F)C=C4	PLASMA	AQ316B4F8C							12		t	pg × h/mL	833.9		pg/mL	136.9			UNKNOWN	mg	2		SINGLE	FASTED						HEALTHY	Oral	MALE	OTHER GOV'T	https://www.pmda.go.jp/drugs/2008/P200800002/40009300_22000AMX00011_A100_4.pdf#page=35 | https://www.pmda.go.jp/drugs/2008/P200800002/40009300_22000AMX00011_K150_2.pdf#page=40	Homo sapiens				tablets			12			false
3609	1787		ADULT	125564	367.5028	BLONANSERIN	Blonanserin	CCN1CCN(CC1)C2=NC3=C(CCCCCC3)C(=C2)C4=CC=C(F)C=C4	PLASMA	AQ316B4F8C							12		t	pg × h/mL	355.9		pg/mL	62.9			UNKNOWN	mg	2		SINGLE	FASTED						HEALTHY	Oral	MALE	OTHER GOV'T	https://www.pmda.go.jp/drugs/2008/P200800002/40009300_22000AMX00011_A100_4.pdf#page=35 | https://www.pmda.go.jp/drugs/2008/P200800002/40009300_22000AMX00011_K150_2.pdf#page=40	Homo sapiens				tablets			12			false
3610	1788		ADULT	4828	248.3208	PINDOLOL	PINDOLOL	CC(C)NCC(O)COC1=CC=CC2=C1C=CN2	PLASMA	BJ4HF6IU1D							58		t	ng × h/mL	75		ng/mL	7.9			UNKNOWN	mg	1		SINGLE	UNKNOWN						HEALTHY	Intravenous	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/1678271/	Homo sapiens							12	BOPINDOLOL		false
3611	1788		ADULT	4828	248.3208	PINDOLOL	PINDOLOL	CC(C)NCC(O)COC1=CC=CC2=C1C=CN2	PLASMA	BJ4HF6IU1D							216		t	ng × h/mL	234		ng/mL	2.2			UNKNOWN	mg	14		SINGLE	UNKNOWN						HEALTHY	Transdermal	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/1678271/	Homo sapiens				7 days application			12	BOPINDOLOL		false
3612	1788		ADULT	4828	248.3208	PINDOLOL	PINDOLOL	CC(C)NCC(O)COC1=CC=CC2=C1C=CN2	PLASMA	BJ4HF6IU1D							132		t	ng × h/mL	153		ng/mL	2.4			UNKNOWN	mg	14		SINGLE	UNKNOWN						HEALTHY	Transdermal	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/1678271/	Homo sapiens				3.5 days application			12	BOPINDOLOL		false
3613	1788		ADULT	4828	248.3208	PINDOLOL	PINDOLOL	CC(C)NCC(O)COC1=CC=CC2=C1C=CN2	PLASMA	BJ4HF6IU1D							216		t	ng × h/mL	232		ng/mL	2.1			UNKNOWN	mg	7		SINGLE	UNKNOWN						HEALTHY	Transdermal	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/1678271/	Homo sapiens				7 days application			12	BOPINDOLOL		false
3614	1788		ADULT	4828	248.3208	PINDOLOL	PINDOLOL	CC(C)NCC(O)COC1=CC=CC2=C1C=CN2	PLASMA	BJ4HF6IU1D							36		t	ng × h/mL	64		ng/mL	7.1			UNKNOWN	mg	1		SINGLE	UNKNOWN						HEALTHY	Intravenous	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/1678271/	Homo sapiens							12	BOPINDOLOL		false
3615	1788		ADULT	4828	248.3208	PINDOLOL	PINDOLOL	CC(C)NCC(O)COC1=CC=CC2=C1C=CN2	PLASMA	BJ4HF6IU1D							216		t	ng × h/mL	353		ng/mL	3.2			UNKNOWN	mg	14		SINGLE	UNKNOWN						HEALTHY	Transdermal	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/1678271/	Homo sapiens				7 days application			12	BOPINDOLOL		false
3616	1788		ADULT	4828	248.3208	PINDOLOL	PINDOLOL	CC(C)NCC(O)COC1=CC=CC2=C1C=CN2	PLASMA	BJ4HF6IU1D							216		t	ng × h/mL	547		ng/mL	5.1			HIGHEST STUDIED	mg	21		SINGLE	UNKNOWN						HEALTHY	Transdermal	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/1678271/	Homo sapiens				7 days application			12	BOPINDOLOL		false
3617	1788		ADULT	4828	248.3208	PINDOLOL	PINDOLOL	CC(C)NCC(O)COC1=CC=CC2=C1C=CN2	PLASMA	BJ4HF6IU1D							72		t	ng × h/mL	40		ng/mL	1.5			UNKNOWN	mg	14		SINGLE	UNKNOWN						HEALTHY	Transdermal	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/1678271/	Homo sapiens				1 day application			12	BOPINDOLOL		false
3618	1788		ADULT	4828	248.3208	PINDOLOL	PINDOLOL	CC(C)NCC(O)COC1=CC=CC2=C1C=CN2	PLASMA	BJ4HF6IU1D									∞	ng × h/mL	32.7		ng/mL	3.5			UNKNOWN	mg	0.5		SINGLE	FASTED						UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/1678272/	Homo sapiens		h	6.6		hypertensive patients. moderate renal clearance.		6	BOPINDOLOL		false
3619	1788		ADULT	4828	248.3208	PINDOLOL	PINDOLOL	CC(C)NCC(O)COC1=CC=CC2=C1C=CN2	PLASMA	BJ4HF6IU1D									∞	ng × h/mL	19.9		ng/mL	2.4			UNKNOWN	mg	0.5		SINGLE	FASTED						UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/1678272/	Homo sapiens		h	7.6		hypertensive patients. severe renal impairment.		6	BOPINDOLOL		false
3620	1788		ADULT	4828	248.3208	PINDOLOL	PINDOLOL	CC(C)NCC(O)COC1=CC=CC2=C1C=CN2	PLASMA	BJ4HF6IU1D									∞	ng × h/mL	22.4		ng/mL	2.8			UNKNOWN	mg	0.5		STEADY-STATE	FASTED		day	1			UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/1678272/	Homo sapiens		h	7.3	4 weeks dosing	hypertensive patients. normal renal function.		6	BOPINDOLOL		false
3621	1788		ADULT	4828	248.3208	PINDOLOL	PINDOLOL	CC(C)NCC(O)COC1=CC=CC2=C1C=CN2	PLASMA	BJ4HF6IU1D									∞	ng × h/mL	42.2		ng/mL	4.3			UNKNOWN	mg	0.5		STEADY-STATE	FASTED		day	1			UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/1678272/	Homo sapiens		h	9.9	4 weeks dosing	hypertensive patients. moderate renal clearance.		6	BOPINDOLOL		false
3622	1788		ADULT	4828	248.3208	PINDOLOL	PINDOLOL	CC(C)NCC(O)COC1=CC=CC2=C1C=CN2	PLASMA	BJ4HF6IU1D									∞	ng × h/mL	17.8		ng/mL	2.3			UNKNOWN	mg	0.5		SINGLE	FASTED						UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/1678272/	Homo sapiens		h	6.2		hypertensive patients. normal renal function.		6	BOPINDOLOL		false
3623	1788		ADULT	4828	248.3208	PINDOLOL	PINDOLOL	CC(C)NCC(O)COC1=CC=CC2=C1C=CN2	PLASMA	BJ4HF6IU1D									?	μg × h/L	51.38						UNKNOWN	mg	1		SINGLE	UNKNOWN						HEALTHY	Intravenous	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/2868747/	Homo sapiens		h	4.75				9	BOPINDOLOL		false
3624	1788		ADULT	4828	248.3208	PINDOLOL	PINDOLOL	CC(C)NCC(O)COC1=CC=CC2=C1C=CN2	PLASMA	BJ4HF6IU1D									?	μg × h/L	129.38						UNKNOWN	mg	4		SINGLE	UNKNOWN						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/2868747/	Homo sapiens		h	4.49				9	BOPINDOLOL		false
3625	1790		ADULT	130395	313.31	4-(4-Guanidinobenzoyloxy)phenylacetic acid		C1=CC(=CC=C1CC(=O)O)OC(=O)C2=CC=C(C=C2)N=C(N)N	PLASMA								4		t	ng × h/mL	683		ng/mL	371			UNKNOWN	mg	600		MULTIPLE	FASTED		day	4			HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/33982445/	Homo sapiens		h	1.58	Day 1	Day 1: 1st and 4t doses-fasted, 2nd and 3rd doses-fed		7	Camostat mesylate		false
3626	1790		ADULT	130395	313.31	4-(4-Guanidinobenzoyloxy)phenylacetic acid		C1=CC(=CC=C1CC(=O)O)OC(=O)C2=CC=C(C=C2)N=C(N)N	PLASMA								4		t	ng × h/mL	206		ng/mL	95.8			UNKNOWN	mg	600		MULTIPLE	FED		day	4			HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/33982445/	Homo sapiens		h	1.33	Day 3	Day 2: no dose, Days 3~9: 1st~3rd doses-fed, 4th dose-fasted		7	Camostat mesylate		false
3627	1790		ADULT	130395	313.31	4-(4-Guanidinobenzoyloxy)phenylacetic acid		C1=CC(=CC=C1CC(=O)O)OC(=O)C2=CC=C(C=C2)N=C(N)N	PLASMA								4		t	ng × h/mL	194		ng/mL	93.5			UNKNOWN	mg	600		MULTIPLE	FED		day	4			HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/33982445/	Homo sapiens		h	1.16	Day 9	Day 2: no dose, Days 3~9: 1st~3rd doses-fed, 4th dose-fasted		7	Camostat mesylate		false
3628	1790		ADULT	130395	313.31	4-(4-Guanidinobenzoyloxy)phenylacetic acid		C1=CC(=CC=C1CC(=O)O)OC(=O)C2=CC=C(C=C2)N=C(N)N	PLASMA								4		t	ng × h/mL	366		ng/mL	218			UNKNOWN	mg	600		MULTIPLE	UNKNOWN		day	4			HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/33982445/	Homo sapiens		h	1.05	Day 3	Day 2: no dose, Days 3~9: 1st~3rd doses-1 h before a meal, 4th dose-fasted		7	Camostat mesylate		false
3629	1790		ADULT	130395	313.31	4-(4-Guanidinobenzoyloxy)phenylacetic acid		C1=CC(=CC=C1CC(=O)O)OC(=O)C2=CC=C(C=C2)N=C(N)N	PLASMA								4		t	ng × h/mL	556		ng/mL	367			UNKNOWN	mg	600		MULTIPLE	UNKNOWN		day	4			HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/33982445/	Homo sapiens		h	0.962	Day 9	Day 2: no dose, Days 3~9: 1st~3rd doses-1 h before a meal, 4th dose-fasted		7	Camostat mesylate		false
3630	1790		ADULT	130395	313.31	4-(4-Guanidinobenzoyloxy)phenylacetic acid		C1=CC(=CC=C1CC(=O)O)OC(=O)C2=CC=C(C=C2)N=C(N)N	PLASMA								4		t	ng × h/mL	227		ng/mL	177			UNKNOWN	mg	600		MULTIPLE	UNKNOWN		day	4			HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/33982445/	Homo sapiens		h	1.35	Day 1	Day 1: 1st~3rd doses-30 min before a meal, 4th dose-fasted		7	Camostat mesylate		false
3631	1790		ADULT	130395	313.31	4-(4-Guanidinobenzoyloxy)phenylacetic acid		C1=CC(=CC=C1CC(=O)O)OC(=O)C2=CC=C(C=C2)N=C(N)N	PLASMA										?	ng × h/mL	10400		ng/mL	87.1			UNKNOWN	mg	200		SINGLE	FASTED						HEALTHY	Oral	MALE	OTHER GOV'T	https://www.info.pmda.go.jp/go/interview/1/180188_3999003F1297_1_007_3F.pdf#page=31	Homo sapiens		min	100				5			false
3632	1790			2536	398.4125	CAMOSTAT	Camostat	CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1	SERUM	0FD207WKDU																										Human serum protein binding: 25.8~28.2%	71.8				OTHER GOV'T	https://www.info.pmda.go.jp/go/interview/1/180188_3999003F1297_1_007_3F.pdf#page=33	Homo sapiens										false
3633	1794		ADULT	193653	179.194	CARBOCYSTEINE	Carbocysteine	N[C@@H](CSCC(O)=O)C(O)=O	PLASMA	740J2QX53R									∞	μg × h/mL	14.88		μg/mL	8.02			UNKNOWN	mg	750		SINGLE	FASTED						HEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/16724543/	Homo sapiens		h	2.02				18			false
3634	1794		ADULT	193653	179.194	CARBOCYSTEINE	Carbocysteine	N[C@@H](CSCC(O)=O)C(O)=O	PLASMA	740J2QX53R									∞	mg × h/L	63.15		mg/L	13.38			UNKNOWN	g	1.5		SINGLE	FASTED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/7139067/	Homo sapiens		h	2.05	Syrup			12			false
3635	1794		ADULT	193653	179.194	CARBOCYSTEINE	Carbocysteine	N[C@@H](CSCC(O)=O)C(O)=O	PLASMA	740J2QX53R									∞	μg × h/mL	22.8		μg/mL	5.6			UNKNOWN	mg	1000		SINGLE	FASTED						HEALTHY	Oral	MALE	EXPERIMENT	https://scholar.google.com/scholar?cluster=7613016307870987923&hl=ja&as_sdt=0,33	Homo sapiens		h	1.5				20			false
3636	1796		ADULT	5282138	492.5204	CILNIDIPINE	Cilnidipine	COCCOC(=O)C1=C(C)NC(C)=C(C1C2=CC(=CC=C2)[N ]([O-])=O)C(=O)OC\\C=C\\C3=CC=CC=C3	PLASMA	97T5AZ1JIP							24		t	ng × h/mL	11.6		ng/mL	2.4			UNKNOWN	mg	5		SINGLE	FASTED						HEALTHY	Oral	MALE	OTHER GOV'T	https://www.info.pmda.go.jp/go/interview/1/340409_2149037F1105_1_003_1F.pdf#page=17	Homo sapiens		h	2.8				29			false
3637	1796		ADULT	5282138	492.5204	CILNIDIPINE	Cilnidipine	COCCOC(=O)C1=C(C)NC(C)=C(C1C2=CC(=CC=C2)[N ]([O-])=O)C(=O)OC\\C=C\\C3=CC=CC=C3	PLASMA	97T5AZ1JIP							24		t	ng × h/mL	46.1		ng/mL	8.6			UNKNOWN	mg	10		SINGLE	FASTED						HEALTHY	Oral	MALE	OTHER GOV'T	https://www.info.pmda.go.jp/go/interview/1/340409_2149037F1105_1_003_1F.pdf#page=18	Homo sapiens		h	4.9				28			false
3638	1796		ADULT	5282138	492.5204	CILNIDIPINE	Cilnidipine	COCCOC(=O)C1=C(C)NC(C)=C(C1C2=CC(=CC=C2)[N ]([O-])=O)C(=O)OC\\C=C\\C3=CC=CC=C3	PLASMA	97T5AZ1JIP							24		t	ng × h/mL	23.7		ng/mL	4.7			UNKNOWN	mg	5		SINGLE	UNKNOWN						HEALTHY	Oral	MALE	OTHER GOV'T	https://www.info.pmda.go.jp/go/interview/2/111890_2149037F1032_2_008_2F.pdf#page=38	Homo sapiens							6			false
3639	1796		ADULT	5282138	492.5204	CILNIDIPINE	Cilnidipine	COCCOC(=O)C1=C(C)NC(C)=C(C1C2=CC(=CC=C2)[N ]([O-])=O)C(=O)OC\\C=C\\C3=CC=CC=C3	PLASMA	97T5AZ1JIP							24		t	ng × h/mL	60.1		ng/mL	15.7			UNKNOWN	mg	20		SINGLE	UNKNOWN						HEALTHY	Oral	MALE	OTHER GOV'T	https://www.info.pmda.go.jp/go/interview/2/111890_2149037F1032_2_008_2F.pdf#page=38	Homo sapiens							6			false
3640	1796		ADULT	5282138	492.5204	CILNIDIPINE	Cilnidipine	COCCOC(=O)C1=C(C)NC(C)=C(C1C2=CC(=CC=C2)[N ]([O-])=O)C(=O)OC\\C=C\\C3=CC=CC=C3	PLASMA	97T5AZ1JIP							24		t	ng × h/mL	27.5		ng/mL	5.4			UNKNOWN	mg	10		SINGLE	UNKNOWN						HEALTHY	Oral	MALE	OTHER GOV'T	https://www.info.pmda.go.jp/go/interview/2/111890_2149037F1032_2_008_2F.pdf#page=38	Homo sapiens							6			false
3641	1796		ADULT	5282138	492.5204	CILNIDIPINE	Cilnidipine	COCCOC(=O)C1=C(C)NC(C)=C(C1C2=CC(=CC=C2)[N ]([O-])=O)C(=O)OC\\C=C\\C3=CC=CC=C3	PLASMA	97T5AZ1JIP							24		∞	ng × h/mL	51.4		ng/mL	9.5			UNKNOWN	mg	10		MULTIPLE	UNKNOWN		day	1			HEALTHY	Oral	MALE	OTHER GOV'T	https://www.info.pmda.go.jp/go/interview/2/111890_2149037F1032_2_008_2F.pdf#page=38	Homo sapiens		h	5.2	Day 1			6			false
3642	1796		ADULT	5282138	492.5204	CILNIDIPINE	Cilnidipine	COCCOC(=O)C1=C(C)NC(C)=C(C1C2=CC(=CC=C2)[N ]([O-])=O)C(=O)OC\\C=C\\C3=CC=CC=C3	PLASMA	97T5AZ1JIP							24		∞	ng × h/mL	101.8		ng/mL	13.5			UNKNOWN	mg	10		MULTIPLE	UNKNOWN		day	1			HEALTHY	Oral	MALE	OTHER GOV'T	https://www.info.pmda.go.jp/go/interview/2/111890_2149037F1032_2_008_2F.pdf#page=38	Homo sapiens				Day 4			6			false
3643	1796		ADULT	5282138	492.5204	CILNIDIPINE	Cilnidipine	COCCOC(=O)C1=C(C)NC(C)=C(C1C2=CC(=CC=C2)[N ]([O-])=O)C(=O)OC\\C=C\\C3=CC=CC=C3	PLASMA	97T5AZ1JIP							24		∞	ng × h/mL	95.5		ng/mL	16.5			UNKNOWN	mg	10		STEADY-STATE	UNKNOWN		day	1			HEALTHY	Oral	MALE	OTHER GOV'T	https://www.info.pmda.go.jp/go/interview/2/111890_2149037F1032_2_008_2F.pdf#page=38	Homo sapiens		h	8.1	Day 7			6			false
3644	1796			5282138	492.5204	CILNIDIPINE	Cilnidipine	COCCOC(=O)C1=C(C)NC(C)=C(C1C2=CC(=CC=C2)[N ]([O-])=O)C(=O)OC\\C=C\\C3=CC=CC=C3	SERUM	97T5AZ1JIP																										Human serum protein binding: 99.3% (0.5 mcg/mL)	0.7				OTHER GOV'T	https://www.info.pmda.go.jp/go/interview/2/111890_2149037F1032_2_008_2F.pdf#page=41	Homo sapiens										false
3645	1797		ADULT	1547484	368.5139	CINNARIZINE	Cinnarizine	C(\\C=C\\C1=CC=CC=C1)N2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4	PLASMA	3DI2E1X18L									?	ng × h/mL	473		ng/mL	53.1			UNKNOWN	mg	25		SINGLE	FED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/26775868/	Homo sapiens		h	6.3				10			false
3646	1797		ADULT	1547484	368.5139	CINNARIZINE	Cinnarizine	C(\\C=C\\C1=CC=CC=C1)N2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4	PLASMA	3DI2E1X18L									?	ng × h/mL	301		ng/mL	41.4			UNKNOWN	mg	25		SINGLE	FASTED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/26775868/	Homo sapiens		h	8.5				10			false
3647	1797		ADULT	1547484	368.5139	CINNARIZINE	Cinnarizine	C(\\C=C\\C1=CC=CC=C1)N2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4	PLASMA	3DI2E1X18L									∞	ng × h/mL	4437		ng/mL	275			UNKNOWN	mg	75		SINGLE	UNKNOWN						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/8328998/	Homo sapiens		h	23.6				6			false
3648	1797		ADULT	1547484	368.5139	CINNARIZINE	Cinnarizine	C(\\C=C\\C1=CC=CC=C1)N2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4	PLASMA	3DI2E1X18L							12		t	ng × h/mL	5074						UNKNOWN	mg	75		STEADY-STATE	UNKNOWN		day	2			HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/8328998/	Homo sapiens				Day 15 (29th dose)			5			false
3649	1797			1547484	368.5139	CINNARIZINE	Cinnarizine	C(\\C=C\\C1=CC=CC=C1)N2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4	PLASMA	3DI2E1X18L																										The plasma protein binding of cinnarizine is 91%.	9				OTHER GOV'T	https://www.medicines.org.uk/emc/search?q=CINNARIZINE | https://mhraproducts4853.blob.core.windows.net/docs/c2da91b40d9fa5e87f4e8c0fa45abf0c622ee820#page=5	Homo sapiens										false
3650	1797		ADULT	1547484	368.5139	CINNARIZINE	Cinnarizine	C(\\C=C\\C1=CC=CC=C1)N2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4	PLASMA	3DI2E1X18L							24		t	ng × h/mL	583		ng/mL	73.7			UNKNOWN	mg	50		SINGLE	UNKNOWN						UNKNOWN	Oral	UNKNOWN	EXPERIMENT	https://www.sciencedirect.com/science/article/pii/S0378434700817211	Homo sapiens		h	4.4	Tablets			6			false
3651	1797		ADULT	1547484	368.5139	CINNARIZINE	Cinnarizine	C(\\C=C\\C1=CC=CC=C1)N2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4	PLASMA	3DI2E1X18L									?	ng × h/mL	855		ng/mL	122			UNKNOWN	mg	75		SINGLE	UNKNOWN						HEALTHY	Oral	UNKNOWN	EXPERIMENT	https://www.tandfonline.com/doi/abs/10.1080/01483918408068873	Homo sapiens		h	2.7	Capsule			6			false
3652	1798		ADULT	2763	289.154	CIPROFIBRATE	Ciprofibrate	CC(C)(OC1=CC=C(C=C1)C2CC2(Cl)Cl)C(O)=O	PLASMA	F8252JGO9S							168		t	μg × h/mL	818.58		μg/mL	20.93			UNKNOWN	mg	100		SINGLE	FASTED						HEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21763220/	Homo sapiens							22			false
3653	1798		ADULT	2763	289.154	CIPROFIBRATE	Ciprofibrate	CC(C)(OC1=CC=C(C=C1)C2CC2(Cl)Cl)C(O)=O	PLASMA	F8252JGO9S							168		t	μg × h/mL	1370		μg/mL	24			UNKNOWN	mg	100		SINGLE	FASTED						HEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/2611089/	Homo sapiens		h	81				6			false
3654	1798		ADULT	2763	289.154	CIPROFIBRATE	Ciprofibrate	CC(C)(OC1=CC=C(C=C1)C2CC2(Cl)Cl)C(O)=O	PLASMA	F8252JGO9S							168		t	μg × h/mL	1759		μg/mL	22			UNKNOWN	mg	100		SINGLE	FASTED						UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/2611089/	Homo sapiens		h	117		Mild renal impairment		6			false
3655	1798		ADULT	2763	289.154	CIPROFIBRATE	Ciprofibrate	CC(C)(OC1=CC=C(C=C1)C2CC2(Cl)Cl)C(O)=O	PLASMA	F8252JGO9S							168		t	μg × h/mL	2445		μg/mL	17			UNKNOWN	mg	100		SINGLE	FASTED						UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/2611089/	Homo sapiens		h	172		Severe renal impairment		6			false
3656	1798		ADULT	2763	289.154	CIPROFIBRATE	Ciprofibrate	CC(C)(OC1=CC=C(C=C1)C2CC2(Cl)Cl)C(O)=O	PLASMA	F8252JGO9S							78		t	μg × h/mL	2431						UNKNOWN	mg	100		SINGLE	FASTED						UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/2611089/	Homo sapiens		h	154	Ciprofibrate was administered 24h before starting a period of haemodialysis which had a mean duration of 5h.	Severe chronic renal impairment requiring routine haemodialysis		5			false
3657	1798		ADULT	2763	289.154	CIPROFIBRATE	Ciprofibrate	CC(C)(OC1=CC=C(C=C1)C2CC2(Cl)Cl)C(O)=O	PLASMA	F8252JGO9S							24		t	μg × h/mL	1666		μg/mL	66			UNKNOWN	mg	100		STEADY-STATE	FED		day	1			HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/8831918/	Homo sapiens		h	104				7			false
3658	1798		ADULT	2763	289.154	CIPROFIBRATE	Ciprofibrate	CC(C)(OC1=CC=C(C=C1)C2CC2(Cl)Cl)C(O)=O	PLASMA	F8252JGO9S							24		t	μg × h/mL	2832		μg/mL	111			UNKNOWN	mg	200		STEADY-STATE	FED		day	1			HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/8831918/	Homo sapiens		h	96				6			false
3659	1798			2763	289.154	CIPROFIBRATE	Ciprofibrate	CC(C)(OC1=CC=C(C=C1)C2CC2(Cl)Cl)C(O)=O	PLASMA	F8252JGO9S																										The plasma protein binding of ciprofibrate is about 98% in the therapeutic range.	2				REVIEW	https://www.medicines.org.uk/emc/product/4997/smpc#PHARMACOKINETIC_PROPS	Homo sapiens										false
3660	1799		ADULT	9880	416.938	CYPROTERONE ACETATE	CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O	CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O	PLASMA	4KM2BN5JHF													ng/mL	406			RECOMMENDED	mg	300		STEADY-STATE	UNKNOWN		week	1			UNKNOWN	Intramuscular	MALE	DRUG LABEL	https://www.bayer.ca/omr/online/androcur-pm-en.pdf	Homo sapiens		day	3.9							false
3661	1799		ADULT	9880	416.938	CYPROTERONE ACETATE	CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O	CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C)C(C)=O	PLASMA	4KM2BN5JHF									∞	ng × h/mL	70						RECOMMENDED	mg	300		STEADY-STATE	UNKNOWN		week	1			UNHEALTHY	Intramuscular	MALE	EXPERIMENT	https://www.ncbi.nlm.nih.gov/pubmed/6458025	Homo sapiens										false
3662	1800		ADULT	5311064	317.3795	DENOPAMINE	Denopamine	COC1=C(OC)C=C(CCNC[C@H](O)C2=CC=C(O)C=C2)C=C1	BLOOD	V5F60UPD8P									?	ng × h/mL	65.3		ng/mL	10.7			UNKNOWN	mg	10		SINGLE	FED						UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://www.jstage.jst.go.jp/article/jsdt1985/24/3/24_3_322/_article/-char/en	Homo sapiens		h	4.5		Renal impairment patients with hemodialysis		5			false
