id	compound_id	toxicity_adm_other_routes	toxicity_age_group	toxicity_dose_other_types	toxicity_dose_other_units	toxicity_dose_type	toxicity_dose_units	toxicity_dose_value	toxicity_exp_other_types	toxicity_experiment_type	toxicity_food_status	toxicity_frequency_other_period	toxicity_frequency_period	toxicity_frequency_times	toxicity_health_status	toxicity_routes	toxicity_sex	toxicity_source_type	toxicity_source_uri	toxicity_species	tox_application_smiles	toxicity_do_id	tox_application_pt_3	tox_application_cid	tox_application_unii	toxicity_age_group_median	toxicity_diff_dose_type	tox_application_dosing_comment_2	tox_application_pt_2	toxicity_dose_comment	toxicityappcombo	toxicity_age_group_to	toxicity_population_size	toxicity_do	tox_application_dosing_comment	tox_application_mw	tox_application_query_3	tox_application_query	toxicity_age_group_from	tox_application_pt	tox_application_dosing_comment_3	toxicity_duration	toxicity_duration_units	tox_application_query_2	toxicity_source_page
1641	1089		adult				mg	100		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01186562	Homo sapiens													54	Pancreatitis								1	year		
1642	1089		adult				mg	100		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01549964	Homo sapiens													260	Type 2 Diabetes								24	week		
1643	1089		adult				mg	100		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT02513771	Homo sapiens													45	HIV-1 Infection								16	week		
1644	1089					Highest studied dose	mg	200		single					unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/30346099	Homo sapiens						14.8							8	type 2 diabetes mellitus					14.8						
1645	1089					Overdose	mg	1700		single					unknown	oral	F		https://pubmed.ncbi.nlm.nih.gov/22277726/	Homo sapiens						86													86						
1646	1089					Studied dose	mg	800		single					healthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021995lbl.pdf | https://pubmed.ncbi.nlm.nih.gov/19602719	Homo sapiens												45	77						18						
1647	1091					Highest studied dose	mg	80		multiple			day	1	unhealthy	oral			https://pubmed.ncbi.nlm.nih.gov/11028256	Homo sapiens													14	Hypertension								4	week		p.1169
1648	1091					Highest studied dose	mg	80		multiple			day	1	unhealthy	oral			https://pubmed.ncbi.nlm.nih.gov/1678920	Homo sapiens													37	Hypertension								1	month		p.903
1649	1091					MTD	mg	20		multiple			day	1	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2006/19057Orig1s021,%2020347Orig1s009%20lbl.pdf	Homo sapiens														Benign Prostatic Hyperplasia|Hypertension											p.9
1650	1091					Recommended	mg	10		multiple			day	1	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2006/19057Orig1s021,%2020347Orig1s009%20lbl.pdf	Homo sapiens							max							Benign Prostatic Hyperplasia|Hypertension											p.6
1651	1091					Studied dose	mg	20		multiple			day	1	unhealthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/7533452	Homo sapiens							max						494	Benign Prostatic Hyperplasia								2	year		p.409
1652	1091					Studied dose	mg	20		multiple			day	1	unhealthy	oral	M		https://www.accessdata.fda.gov/drugsatfda_docs/label/2006/19057Orig1s021,%2020347Orig1s009%20lbl.pdf	Homo sapiens							max						636	Benign Prostatic Hyperplasia											p.12
1653	1091					Studied dose	mg	40		multiple			day	1	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2006/19057Orig1s021,%2020347Orig1s009%20lbl.pdf	Homo sapiens							max						859	Hypertension											p.16
1654	1094		adult			Recommended	mg	400		multiple			day	4	unhealthy	intravenous			https://www.accessdata.fda.gov/drugsatfda_docs/label/2009/022348lbl.pdf	Homo sapiens														Pain											
1655	1094		adult			Recommended	mg	400		multiple			day	6	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2007/017463s105lbl.pdf	Homo sapiens														pain											
1656	1094					Overdose	g	90		single					unknown	oral	M		https://pubmed.ncbi.nlm.nih.gov/20419362	Homo sapiens						19				450 tablets of 200 mg ibuprofen (90,000 mg total; 1,200 mg/kg).									19						
1657	1094					Overdose	mg	199800		single					unknown	oral	F		https://pubmed.ncbi.nlm.nih.gov/18072160	Homo sapiens						17				999 tablets of 200 mg ibuprofen each.									17						
1658	1094					Overdose	mg	240000		single					unknown	oral	M		https://pubmed.ncbi.nlm.nih.gov/18072160	Homo sapiens						49				2 bottles: 600 tablets of 200 mg ibuprofen each								divalproex sodium	49						
1659	1094					Overdose	mg	240000		single					unknown	oral	M		https://pubmed.ncbi.nlm.nih.gov/18072160	Homo sapiens						49				2 bottles: 600 tablets of 200 mg ibuprofen each									49						
1660	1094					Recommended	mg	400		multiple			day	4	unhealthy	intravenous	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/022348s000MedR.pdf	Homo sapiens						42						73	195						17						p.87
1661	1094					Recommended	mg	800		multiple			day	4	unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/21127424	Homo sapiens						33				3200 mg (800 mg every 6 hours)			40						33			5	day		
1662	1094					Recommended	mg	800		multiple			day	4	unhealthy	intravenous	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/022348s000MedR.pdf	Homo sapiens						44						69	304						20						p.87
1663	1094						mg	200		single					unhealthy	oral			https://clinicaltrials.gov/ct2/show/NCT01842633	Homo sapiens													62	Episodic Tension Type Headache											
1664	1094						mg	97.5		multiple			day	4	unhealthy	oral			https://clinicaltrials.gov/ct2/show/NCT01420653	Homo sapiens													112	Dental Pain								2	day		
1665	1094						mg/kg	10		single					unhealthy	oral			https://clinicaltrials.gov/ct2/show/NCT02241512	Homo sapiens													29	Post-ERCP Pancreatitis											
1666	1095					Highest studied dose	mg	20		multiple			day	2	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2019/209905Orig1s000MedR.pdf	Homo sapiens						9.6	max			Mean length of exposure			97	Attention Deficit Hyperactivity Disorder								53.9	day		
1667	1095					Studied dose	mg	150		single			day	1	unhealthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/12187149/	Homo sapiens						13				20 Adderall 5 mg and 10 mg tablets (AMPHETAMINE and DEXTROAMPHETAMINE salts)			1	Attention Deficit Hyperactivity Disorder					13			1	day		
1668	1095					Studied dose	mg	30		single			day	1	healthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/204325Orig1s000MedR.pdf	Homo sapiens						35.8							30									1	day		
1669	1095					Studied dose	mg	30		single			day	1	healthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/204325Orig1s000MedR.pdf	Homo sapiens						42.5							44									1	day		
1670	1096					Recommended	mg	12.5		multiple			day	2	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/10483843/	Homo sapiens						35.5							24	attention deficit hyperactivity disorder								6	week		
1671	1096					Recommended	mg	20		multiple			day	2	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/5540117/	Homo sapiens						8.43				Duration: 3 to 5 weeks			26	hyperactivity								4	week		
1672	1096					Studied dose	mg	375		single			day	1	unhealthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/6830477/	Homo sapiens						25				50 DEXTROAMPHETAMINE SULFATE 5 mg and 10 mg tablets			1	amphetamine abuse					25			1	day		
1673	1096						mg	30		steady			day	2	unhealthy	oral			https://clinicaltrials.gov/ct2/show/NCT01215929	Homo sapiens													18	Methamphetamine dependence								2	week		
1674	1097		adult				mg	200		multiple			day	1	unhealthy	oral	F		https://clinicaltrials.gov/ct2/show/NCT02727322	Homo sapiens										Patients will receive nitrofurantoin 100mg once daily during catheter use.			75	Pelvic Organ Prolapse											
1675	1097					Recommended	mg	100		multiple			day	1	healthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/16718946/	Homo sapiens						50							1						50			8	day		
1676	1097					Recommended	mg	125		multiple					unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/5700010/	Homo sapiens							mean					75	5	urinary infections					62						
1677	1097					Studied dose	mg	50		multiple			day	2	unhealthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/7019458/	Homo sapiens						31.3							48	urinary infections								1	year		
1678	1098					Highest studied dose	mg	300		multiple			day	2	unhealthy	oral			https://pubmed.ncbi.nlm.nih.gov/3890282	Homo sapiens														severe shigellosis								5	day		
1679	1098					Overdose	g	1		multiple			day	1	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2016/018679s044lbl.pdf	Homo sapiens																									
1680	1099		adult			Recommended	mg	50		steady			day	1	unhealthy	oral	unknown		https://www.accessdata.fda.gov/drugsatfda_docs/label/2013/018932s017lbl.pdf	Homo sapiens													93	alcohol dependence								12	week		
1681	1099		adult				mg	100		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01052831	Homo sapiens										For the first four weeks of the study, participants were administered naltrexone at 50mg per day. Participants not in response at week 4 were increased to 100mg per day for the remaining four weeks of the study.			24	Impulse Control Disorders								8	week		
1682	1099		adult				mg	150		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT00142818	Homo sapiens										150 mg daily for males; 100 mg daily for females			40	Cocaine and Alcohol Dependence								13	week		
1683	1099		adult				mg	50		multiple			day	2	healthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01999114	Homo sapiens													66									7	day		
1684	1099		adult				mg	50		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT00938886	Homo sapiens													75	Hazardous Drinking								10	week		
1685	1099		adult				mg	50		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01053078	Homo sapiens										1 month treatment; Naltrexone 25mg once daily for 5 days, then 50 mg once daily for 23 days			10	Hypoglycemia								1	month		
1686	1099		adult				mg	50		steady			day	2	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01721330	Homo sapiens							max						1	Attention Deficit Hyperactivity Disorder								6	week		
1687	1099					Overdose	mg	1500		single					unhealthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/22778191/	Homo sapiens						26							1	polydrug					26						
1688	1100					Recommended	mg	50		multiple			day	3	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/13640851/	Homo sapiens						36							90	chronic allergic rhinitis								1	week		
1689	1100					Studied dose	mg	100		single			day	1	healthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/13039563/	Homo sapiens						2							1						2			1	day		
1690	1100					Studied dose	mg	25		multiple			day	3	unhealthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/13526305/	Homo sapiens						49							1	chronic allergic rhinitis	50 mg; 11 days			antistin	49			11	day		
1691	1101		adult			Highest studied dose	mg	300		multiple			day	1	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020592s074,021086s048,021253s061lbl.pdf	Homo sapiens													67												
1692	1101		adult			Highest studied dose	mg	40		multiple			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020592s074,021086s048,021253s061lbl.pdf	Homo sapiens													200	schizophrenia |schizoaffective disorder								8	week		
1693	1101		adult			Overdose	g	2		single					unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020592s074,021086s048,021253s061lbl.pdf	Homo sapiens													1												
1694	1101		adult			Recommended	mg	5		steady			day	1	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020592s074,021086s048,021253s061lbl.pdf	Homo sapiens																						6	week		
1695	1101		adult				mg	10		single					unhealthy	oral	F		https://clinicaltrials.gov/ct2/show/NCT02755116	Homo sapiens													71	Postoperative Nausea and Vomiting											
1696	1101		adult				mg	10		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT00396565	Homo sapiens													47	Schizophrenia								6	week		
1697	1101		adult				mg	10		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01170117	Homo sapiens							max			Dosing of olanzapine will begin at 2.5 mg and will be titrated to a maximum dose of 10 mg. T			75	Anorexia Nervosa								16	week		
1698	1101		adult				mg	15		steady			day	2	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT00686998	Homo sapiens										8mg/ day oral capsule increased to 16mg/day then to 24 mg per day			22	Schizophrenia								28	day		
1699	1101		adult				mg	20		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT00129220	Homo sapiens							max			5 to 20 mg per day for 6 weeks			105	Bipolar I Disorder								6	week		
1700	1101		adult				mg	20		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT00510146	Homo sapiens							max			During double-blind treatment, participants receive olanzapine at a dose of 5 milligram (mg) which is increased to 10 mg per day no later than 3-7 days after randomization (Baseline). Subsequent dose increases above 10 mg (up to a maximum of 20 mg per day) are permitted in 5 mg per day increments, based upon tolerability and symptoms. Dosing may be decreased by any number of decrements, however dosing below 5 mg requires study discontinuation.			343	Bipolar I Disorder								24	week		
1701	1101		old			Recommended	mg	5		steady			day	1	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/020592s074,021086s048,021253s061lbl.pdf	Homo sapiens														DEMENTIA-RELATED PSYCHOSIS								6	week		
1702	1101					Recommended	mg	5		steady			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2000/21086lbl.pdf	Homo sapiens						83						97	65	psychiatric symptoms					61			6	week		
1703	1101						mg	10		steady			day	1	unhealthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/33564555	Homo sapiens						20							1	paranoid schizophrenia					20						
1704	1102					Highest studied dose	g	45		single					unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/11489804	Homo sapiens						57							4						57						
1705	1102					Highest studied dose	g	45		steady			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/11489804	Homo sapiens						57				used only 500-mg tablets			4						57			28	day		
1706	1102					MTD	g	15		steady			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/17702032	Homo sapiens												61	4	Huntington’s Disease					38			28	day		
1707	1102					MTD	g	27		steady			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/15831235	Homo sapiens						51.4							7	recurrent malignant gliomas					51.4			28	day		
1708	1102					MTD	mg/kg	150		steady			day	3	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/17053987	Homo sapiens						57							3						57			28	day		
1709	1102						g	18		steady			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/17702032	Homo sapiens												73	11	Huntington’s Disease					31			28	day		
1710	1102						g	36		steady			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/11489804	Homo sapiens						57				used only 500-mg tablets			7						57			28	day		
1711	1102						g	36		steady			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/15831235	Homo sapiens						51.4							4	recurrent malignant gliomas					51.4			28	day		
1712	1103					MTD	mg/kg	100		multiple					unhealthy	oral			https://pubmed.ncbi.nlm.nih.gov/14288454/	Homo sapiens										4 to 16 months duration			3	hydrocephalu								10.3	month		
1713	1103					Recommended	mg	250		multiple			day	4	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/9881560/	Homo sapiens													52	elevated intraocular pressure								12	week		
1714	1103					Studied dose	mg	500		multiple			day	4	unhealthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/32082641/	Homo sapiens						70				next: 250 mg 4 times a day for 15 days			1	Diabetes | Chronic Renal Failure					70			5	day		
1715	1104					Overdose	mg	7500		single					unhealthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/4588639	Homo sapiens						44							1	Renal Homotransplantation	1 g			prednisone, p.o							p.134
1716	1104					Recommended	mg/kg	2		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/15362028	Homo sapiens													71	Crohn's disease								24	month		p.735
1717	1104					Recommended	mg/kg	2		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/19109574	Homo sapiens													63	Wegener's granulomatosis |microscopic polyangiitis								12	month		p.2797
1718	1104					Recommended	mg/kg	5		multiple			day	1	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/016324s039lbl.pdf	Homo sapiens										The initial dose is usually 3 to 5 mg/kg daily, beginning at the time of transplant. IMURAN is usually given as a single daily dose on the day of, and in a minority of cases 1 to 3 days before, transplantation. Dose reduction to maintenance levels of 1 to 3 mg/kg daily is usually possible.				Renal Homotransplantation											p.1
1719	1105		adult			Highest studied dose	ug	320		steady			day	2	unhealthy	respiratory	unknown		https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/020911s029s030lbl.pdf	Homo sapiens										day			56	asthma								7	day		
1720	1105		adults and children			Studied dose	ug	320		steady			day	1	unhealthy	respiratory	unknown		https://pubmed.ncbi.nlm.nih.gov/26653155/	Homo sapiens													219	allergic rhinitis								6	week		
1721	1105		child				ug	80		steady			day	1	unhealthy	respiratory			https://clinicaltrials.gov/ct2/show/NCT01697956	Homo sapiens													67	Perennial Allergic Rhinitis								6	week		
1722	1105		child				ug	80		steady			day	1	unhealthy	respiratory			https://clinicaltrials.gov/ct2/show/NCT01783548	Homo sapiens													362	Perennial Allergic Rhinitis								6	week		
1723	1105					Highest studied dose	ug	320		single					healthy	respiratory	M		https://pubmed.ncbi.nlm.nih.gov/28937845/	Homo sapiens												45	66						18						
1724	1105					Recommended	ug	40		steady			day	2	unhealthy	respiratory	M+F		https://pubmed.ncbi.nlm.nih.gov/21324520/	Homo sapiens												18	71	asthma	360 ug			albuterol	5			44	week		
1725	1105					Recommended	ug	40		steady			day	2	unhealthy	respiratory	M+F		https://pubmed.ncbi.nlm.nih.gov/21324520/	Homo sapiens												18	72	asthma					5			44	week		
