id	adverseevents_frequency	adverseevents_frequency_units	adverseevents_liability	adverseevents_severity	adverseevents_type	adverseevents_comment	adverseevents_dlt	tox_id
5074	9 pts		Hypertension	below serious				402
5075	1 pts		Abortion spontaneous	serious				407
5076	1 pts		Pelvic pain	serious				407
5077	4 pts		Dry mouth	below serious				407
5078	3 pts		Constipation	below serious				407
5079	5 pts		Nasopharyngitis	below serious				407
5080	11 pts		Hypertension	below serious				407
5081	1 pts		Acute myocardial infarction	serious				408
5082	1 pts		Atrial fibrillation	serious				408
5083	1 pts		Diverticulum	serious				408
5084	1 pts		Flatulence	serious				408
5085	1 pts		Vomiting	serious				408
5086	1 pts		Asthenia	serious				408
5087	1 pts		Chest pain	serious				408
5088	1 pts		Chills	serious				408
5089	1 pts		Non-cardiac chest pain	serious				408
5090	1 pts		Oedema peripheral	serious				408
5091	1 pts		Soft tissue infection	serious				408
5092	1 pts		Fall	serious				408
5093	1 pts		Femur fracture	serious				408
5094	1 pts		Musculoskeletal pain	serious				408
5095	1 pts		Breast cancer	serious				408
5096	1 pts		Intraductal proliferative breast lesion	serious				408
5097	1 pts		Chronic obstructive pulmonary disease	serious				408
5098	1 pts		Hypoxia	serious				408
5099	1 pts		Knee operation	serious				408
5100	23 pts		Headache	below serious				408
5101	1 pts		Headache	below serious				403
5102	3		Cardiac disorders					411
5103	3.6		Eye disorders					411
5104	1.8		Constipation					411
5105	2.4		Dyspepsia					411
5106						No AEs are reported		409
5107	0.2		Constipation		discontinuation	leads to discontinuation		398
5108	0.2		Hypertension		discontinuation	leads to discontinuation		398
5109	0.1		Tachycardia		discontinuation	leads to discontinuation		398
5110	0.5		Atrial fibrillation		discontinuation	leads to discontinuation		398
5111	0.5		Palpitations		discontinuation	leads to discontinuation		398
5112	0.5		Edema peripheral		discontinuation	leads to discontinuation		398
5113	0.5		Pyrexia		discontinuation	leads to discontinuation		398
5114	0.4		ALT increased		discontinuation	leads to discontinuation		398
5115	0.4		AST increased		discontinuation	leads to discontinuation		398
5116	0.4		Bilirubin increased		discontinuation	leads to discontinuation		398
5117	0.4		Liver enzyme abnormal		discontinuation	leads to discontinuation		398
5118	0.3		Hypertensive crisis		discontinuation	leads to discontinuation		398
5119	2		Pulse rate increased					410
5120	1 pts		Coronary artery disease	serious				412
5121	1 pts		Infected skin ulcer	serious				412
5122	1 pts		Anaemia	serious				412
5123	1 pts		Prostate cancer	serious				412
5124	1 pts		Angina pectoris	serious				412
5125	1 pts		Depression	serious				412
5126	2 pts		Cerebrovascular accident	serious				412
5127	13 pts		Diarrhoea	below serious				412
5128	6 pts		Constipation	below serious				412
5129	5 pts		Fatigue	below serious				412
5130	19 pts		Upper respiratory tract infection	below serious				412
5131	22 pts		Nasopharyngitis	below serious				412
5132	9 pts		Urinary tract infection	below serious				412
5133	5 pts		Gastroenteritis viral	below serious				412
5134	8 pts		Influenza	below serious				412
5135	5 pts		Bronchitis	below serious				412
5136	5 pts		Gastroenteritis	below serious				412
5137	32 pts		Hypoglycemia	below serious				412
5138	10 pts		Arthralgia	below serious				412
5139	16 pts		Headache	below serious				412
5140	11 pts		Dizziness	below serious				412
5141	5 pts		Cough	below serious				412
5142	6 pts		Hypertension	below serious				412
5143	5 pts		Depression	below serious				412
5144	8 pts		Back pain	below serious				412
5145	1 pts		Uterine leiomyoma	serious				415
5146	1 pts		Thymoma	serious				415
5147	1 pts		Abdominal abscess	serious				415
5148	2 pts		Non-cardiac chest pain	serious				415
5149	1 pts		Coronary artery occlusion	serious				415
5150	1 pts		Hypotension	serious				415
5151	1 pts		Osteoarthritis	serious				415
5152	2 pts		Gastroenteritis	serious				415
5153	1 pts		Conversion disorder	serious				415
5154	1 pts		Back pain	serious				415
5155	1 pts		Intervertebral disc protrusion	serious				415
5156	1 pts		Anaphylactic shock	serious				415
5157	1 pts		Dehydration	serious				415
5158	1 pts		Cholecystitis	serious				415
5159	1 pts		Adverse drug reaction	serious				415
5160	24 pts		Nausea	below serious				415
5161	19 pts		Fatigue	below serious				415
5162	29 pts		Nasopharyngitis	below serious				415
5163	23 pts		Urinary tract infection	below serious				415
5164	18 pts		Gastroenteritis viral	below serious				415
5165	15 pts		Influenza	below serious				415
5166	8 pts		Gastroenteritis	below serious				415
5167	13 pts		Procedural pain	below serious				415
5168	75 pts		Hypoglycemia	below serious				415
5169	37 pts		Headache	below serious				415
5170	18 pts		Dizziness	below serious				415
5171	21 pts		Cough	below serious				415
5172	13 pts		Hypertension	below serious				415
5173	6 pts		Depression	below serious				415
5174	30 pts		Back pain	below serious				415
5175	2 pts		Cholelithiasis	serious				413
5176	1 pts		Meniscus lesion	serious				413
5177	1 pts		Uterine leiomyoma	serious				413
5178	1 pts		Non-cardiac chest pain	serious				413
5179	1 pts		Arthralgia	serious				413
5180	1 pts		Back injury	serious				413
5181	1 pts		Foot fracture	serious				413
5182	1 pts		Prostate cancer	serious				413
5183	1 pts		Abscess limb	serious				413
5184	1 pts		Cellulitis staphylococcal	serious				413
5185	1 pts		Arthropathy psoriatic	serious				413
5186	1 pts		Abdominal pain	serious				413
5187	1 pts		Tibia fracture	serious				413
5188	1 pts		Neoplasm thyroid	serious				413
5189	1 pts		Migraine	serious				413
5190	1 pts		Uterine mass	serious				413
5191	1 pts		Heart rate increased	serious				413
5192	1 pts		Nasal turbinate hypertrophy	serious				413
5193	1 pts		Oral mucosal hypertrophy	serious				413
5194	1 pts		Tonsillar hypertrophy	serious				413
5195	1 pts		Nasal septum deviation	serious				413
5196	1 pts		Intervertebral disc displacement	serious				413
5197	2 pts		Lumbar spinal stenosis	serious				413
5198	1 pts		Atrial fibrillation	serious				413
5199	1 pts		Sick sinus syndrome	serious				413
5200	1 pts		Vertigo	serious				413
5201	1 pts		Arthritis	serious				413
5202	1 pts		Cervical dysplasia	serious				413
5203	1 pts		Tendon rupture	serious				413
5204	2 pts		Gastritis	serious				413
5205	1 pts		Lymphadenopathy	serious				413
5206	1 pts		Ovarian adenoma	serious				413
5207	1 pts		Transient ischaemic attack	serious				413
5208	61 pts		Nausea	below serious				413
5209	41 pts		Constipation	below serious				413
5210	27 pts		Dry mouth	below serious				413
5211	53 pts		Fatigue	below serious				413
5212	61 pts		Urinary tract infection	below serious				413
5213	55 pts		Back pain	below serious				413
5214	125 pts		Headache	below serious				413
5215	50 pts		Dizziness	below serious				413
5216	1 pts		Hypertension	serious				416
5217	1 pts		Musculoskeletal chest pain	serious				416
5218	2 pts		Cholelithiasis	serious				416
5219	2 pts		Breast cancer	serious				416
5220	1 pts		Muscular weakness	serious				416
5221	1 pts		Adenocarcinoma lung	serious				416
5222	1 pts		Meniscus lesion	serious				416
5223	1 pts		Pneumonia	serious				416
5224	1 pts		Uterine leiomyoma	serious				416
5225	1 pts		Menorrhagia	serious				416
5226	1 pts		Dysmenorrhoea	serious				416
5227	1 pts		Acute myocardial infarction	serious				416
5228	1 pts		Meningitis aseptic	serious				416
5229	1 pts		Angina pectoris	serious				416
5230	2 pts		Dyspnoea	serious				416
5231	1 pts		Alcoholic psychosis	serious				416
5232	1 pts		Neuroendocrine carcinoma	serious				416
5233	1 pts		Pleural effusion	serious				416
5234	1 pts		Hypoaesthesia facial	serious				416
5235	2 pts		Multiple myeloma	serious				416
5236	3 pts		Cellulitis	serious				416
5237	1 pts		Nausea	serious				416
5238	1 pts		Intestinal perforation	serious				416
5239	1 pts		Mental disorder	serious				416
5240	1 pts		Suicidal ideation	serious				416
5241	1 pts		Acute coronary syndrome	serious				416
5242	3 pts		Myocardial infarction	serious				416
5243	1 pts		Arthropod bite	serious				416
5244	1 pts		Non-cardiac chest pain	serious				416
5245	1 pts		Back pain	serious				416
5246	1 pts		Syncope	serious				416
5247	1 pts		Pericarditis	serious				416
5248	1 pts		Gastroenteritis	serious				416
5249	1 pts		Urinary tract infection	serious				416
5250	1 pts		Hand fracture	serious				416
5251	1 pts		Animal bite	serious				416
5252	1 pts		Biliary dyskinesia	serious				416
5253	1 pts		Depression	serious				416
5254	1 pts		Acute psychosis	serious				416
5255	1 pts		Chest discomfort	serious				416
5256	1 pts		Splenic rupture	serious				416
5257	1 pts		Arthralgia	serious				416
5258	3 pts		Cholecystitis	serious				416
5259	145 pts		Nausea	below serious				416
5260	98 pts		Diarrhoea	below serious				416
5261	80 pts		Constipation	below serious				416
5262	87 pts		Dry mouth	below serious				416
5263	134 pts		Fatigue	below serious				416
5264	204 pts		Upper respiratory tract infection	below serious				416
5265	201 pts		Nasopharyngitis	below serious				416
5266	122 pts		Sinusitis	below serious				416
5267	107 pts		Urinary tract infection	below serious				416
5268	101 pts		Back pain	below serious				416
5269	250 pts		Headache	below serious				416
5270	140 pts		Dizziness	below serious				416
5271	1 pts		Atrial fibrillation	serious				417
5272	1 pts		Palpitations	serious				417
5273	1 pts		Chest pain	serious				417
5274	1 pts		Bile duct stone	serious				417
5275	1 pts		Cholecystitis acute	serious				417
5276	1 pts		Cholelithiasis	serious				417
5277	1 pts		Chronic obstructive pulmonary disease	serious				417
5278	1 pts		Dyspnoea	serious				417
5279	16 pts		Nausea	below serious				417
5280	12 pts		Constipation	below serious				417
5281	10 pts		Dry mouth	below serious				417
5282	11 pts		Fatigue	below serious				417
5283	19 pts		Headache	below serious				417
5284	9 pts		Dizziness	below serious				417
5285	8 pts		Abnormal dreams	below serious				417
5286	6 pts		Insomnia	below serious				417
5287	1 pts		Cellulitis	serious				414
5288	1 pts		Animal bite	serious				414
5289	1 pts		Wound	serious				414
5290	1 pts		Wrist fracture	serious				414
5291	1 pts		Blood carbon monoxide increased	serious				414
5292	1 pts		Pain in extremity	serious				414
5293	1 pts		Bipolar disorder	serious				414
5294	1 pts		Suicidal ideation	serious				414
5295	13 pts		Constipation	below serious				414
5296	7 pts		Dry mouth	below serious				414
5297	6 pts		Fatigue	below serious				414
5298	23 pts		Headache	below serious				414
5299	11 pts		Dizziness	below serious				414
5300	8 pts		Abnormal dreams	below serious				414
5301	20 pts		Abdominal distress	below serious				418
5302	19 pts		Headache	below serious				418
5303	16 pts		Anxiety depression	below serious				418
5304	11 pts		Rash	below serious				418
5305	1.3		Headache		discontinuation	leads to discontinuation		420
5306	0.9		Depression		discontinuation	leads to discontinuation		420
5307	0.7		Dizziness		discontinuation	leads to discontinuation		420
5308	0.2		Migraine		discontinuation	leads to discontinuation		421
5309	<0.1		Convulsion		discontinuation	leads to discontinuation		421
5310	0.4		Anxiety		discontinuation	leads to discontinuation		421
5311	0.2		Suicidal ideation		discontinuation	leads to discontinuation		421
5312	0.2		Depressed mood		discontinuation	leads to discontinuation		421
5313	1 pts		Nausea					419
5314	1 pts		Inappropriate laughter					419
5315	1 pts		Disorientation					419
5316	3 pts		Nasopharyngitis	below serious				422
5317	8 pts		Headache	below serious				422
5318	5 pts		Flushing	below serious				422
5319	5 pts		Nasopharyngitis	below serious				423
5320	12 pts		Headache	below serious				423
5321	10 pts		Flushing	below serious				423
5322	1 pts		Palpitations		discontinuation	leads to discontinuation		426
5323	1 pts		Dizziness		discontinuation	leads to discontinuation		426
5324	1 pts		Heart rate increased		discontinuation	leads to discontinuation		426
5325	2 pts		Dizziness		discontinuation	leads to discontinuation		424
5326	1 pts		Pigmentation disorder		discontinuation	leads to discontinuation		424
5327	1 pts		Chest discomfort		discontinuation	leads to discontinuation		424
5328	1 pts		Headache		discontinuation	leads to discontinuation		424
5329	1 pts		Diarrhea		discontinuation	leads to discontinuation		424
5330	1 pts		Dyspepsia		discontinuation	leads to discontinuation		424
5331	1 pts		Pruritus		discontinuation	leads to discontinuation		424
5332	1 pts		Eye swelling		discontinuation	leads to discontinuation		424
5333	1 pts		Back pain		discontinuation	leads to discontinuation		425
5334	2 pts		Headache		discontinuation	leads to discontinuation		425
5335	1 pts		Erection increased		discontinuation	leads to discontinuation		425
5336	1 pts		Blood pressure increased		discontinuation	leads to discontinuation		428
5337	3 pts		Eye irritation		discontinuation	leads to discontinuation		427
5338	1 pts		Abnormal sensation in eye		discontinuation	leads to discontinuation		427
5339	1 pts		Lacrimation increased		discontinuation	leads to discontinuation		427
5340	3 pts		Eye pruritus		discontinuation	leads to discontinuation		427
5341	1 pts		Blepharitis		discontinuation	leads to discontinuation		427
5342	2 pts		Intraocular pressure increased		discontinuation	leads to discontinuation		427
5343	1 pts		Pulmonary fibrosis		discontinuation	leads to discontinuation		427
5344	1 pts		Scleritis		discontinuation	leads to discontinuation		427
5345	1 pts		Dry skin		discontinuation	leads to discontinuation		427
5346	2 pts		Conjunctival disorder		discontinuation	leads to discontinuation		427
5347	2 pts		Ocular hyperemia		discontinuation	leads to discontinuation		427
5348	2 pts		Headache		discontinuation	leads to discontinuation		427
5349	1 pts		Hypertrichosis		discontinuation	leads to discontinuation		427
5350	1 pts		Cough		discontinuation	leads to discontinuation		427
5351	2 pts		Eye pain		discontinuation	leads to discontinuation		427
5352	1 pts		Vision blurred		discontinuation	leads to discontinuation		427
5353	1 pts		Pancreatic pseudocyst	serious				433
5354	1 pts		Pancreatitis	serious				433
5355	1 pts		Anaphylactic shock	serious				433
5356	1 pts		Influenza	serious				433
5357	1 pts		Myringitis bullous	serious				433
5358	1 pts		Pneumonia	serious				433
5359	1 pts		Sinusitis	serious				433
5360	1 pts		Hepatic enzyme increased	serious				433
5361	1 pts		Weight decreased	serious				433
5362	2 pts		Hypoglycaemia	serious				433
5363	1 pts		Musculoskeletal chest pain	serious				433
5364	1 pts		Cervix carcinoma	serious				433
5365	1 pts		Abortion spontaneous	serious				433
5366	1 pts		Haematuria	serious				433
5367	1 pts		IgA nephropathy	serious				433
5368	1 pts		Cough	serious				433
5369	1 pts		Pleuritic pain	serious				433
5370	17 pts		Oropharyngeal pain	below serious				433
5371	17 pts		Nasal congestion	below serious				433
5372	12 pts		Productive cough	below serious				433
5373	9 pts		Rales	below serious				433
5374	8 pts		Sinus congestion	below serious				433
5375	5 pts		Wheezing	below serious				433
5376	5 pts		Pleuritic pain	below serious				433
5377	19 pts		Upper respiratory tract infection	below serious				433
5378	6 pts		Rhinitis	below serious				433
5379	13 pts		Abdominal pain	below serious				433
5380	13 pts		Nausea	below serious				433
5381	11 pts		Diarrhoea	below serious				433
5382	9 pts		Vomiting	below serious				433
5383	5 pts		Alanine aminotransferase increased	below serious				433
5384	5 pts		Blood glucose increased	below serious				433
5385	5 pts		Aspartate aminotransferase increased	below serious				433
5386	6 pts		Bacteria sputum identified	below serious				433
5387	19 pts		Headache	below serious				433
5388	10 pts		Dizziness	below serious				433
5389	6 pts		Sinus headache	below serious				433
5390	7 pts		Arthralgia	below serious				433
5391	12 pts		Rash	below serious				433
5392	6 pts		Acne	below serious				433
5393	10 pts		Pyrexia	below serious				433
5394	1 pts		Abdominal pain	serious				432
5395	1 pts		Hepatic enzyme increased	serious				432
5396	1 pts		Conversion disorder	serious				432
5397	1 pts		Pyrexia	serious				432
5398	1 pts		Muscle strain	serious				432
5399	7 pts		Oropharyngeal pain	below serious				432
5400	5 pts		Nasal congestion	below serious				432
5401	2 pts		Pharyngeal erythema	below serious				432
5402	2 pts		Allergic rhinitis	below serious				432
5403	6 pts		Nasopharyngitis	below serious				432
5404	6 pts		Upper respiratory tract infection	below serious				432
5405	3 pts		Bronchitis	below serious				432
5406	4 pts		Otitis media	below serious				432
